label,precision,recall,f1,fnr,support
0,0.8868401401573899,0.9999352331606217,0.9399981734603793,6.476683937823834e-05,15440
1,0.3843351548269581,0.02733160621761658,0.051033982343693315,0.9726683937823835,15440
2,0.5336932821098536,0.9987046632124352,0.6956443281528433,0.0012953367875647669,15440
3,0.9997026022304832,0.4354274611398964,0.6066320775998195,0.5645725388601036,15440
4,0.8269296740994854,0.9367227979274612,0.8784087458244761,0.06327720207253885,15440
5,0.6935552913198573,0.9444300518134715,0.7997806115453174,0.055569948186528495,15440
