timestamp_iso,t_rel_s,phase,cpu_percent,rss_mb,gpu_util_percent,gpu_mem_used_mb
2026-06-01T13:12:28.390891+00:00,0.001,fetching,0.0,157.00390625,,
2026-06-01T13:12:30.391308+00:00,2.002,fetching,85.4,211.00390625,,
2026-06-01T13:12:32.441834+00:00,4.052,fetching,90.4,218.56640625,,
2026-06-01T13:12:34.517188+00:00,6.127,fetching,91.6,235.79296875,,
2026-06-01T13:12:36.644277+00:00,8.255,fetching,92.7,247.7265625,,
2026-06-01T13:12:38.726161+00:00,10.336,fetching,91.1,266.90625,,
2026-06-01T13:12:40.726596+00:00,12.337,inferring,65.9,357.0859375,,
2026-06-01T13:12:42.727540+00:00,14.338,inferring,35.5,357.11328125,,
2026-06-01T13:12:44.728406+00:00,16.339,inferring,36.0,357.12890625,,
2026-06-01T13:12:46.729771+00:00,18.34,inferring,35.0,357.12890625,,
2026-06-01T13:12:48.730234+00:00,20.341,inferring,35.5,356.12890625,,
2026-06-01T13:12:50.730996+00:00,22.341,inferring,35.5,356.12890625,,
2026-06-01T13:12:52.731413+00:00,24.342,inferring,35.5,356.1328125,,
2026-06-01T13:12:54.731710+00:00,26.342,inferring,34.5,356.1328125,,
2026-06-01T13:12:56.732092+00:00,28.342,inferring,34.5,356.1328125,,
2026-06-01T13:12:58.732382+00:00,30.343,inferring,35.0,356.1328125,,
2026-06-01T13:13:00.732709+00:00,32.343,inferring,35.0,356.1328125,,
2026-06-01T13:13:02.733591+00:00,34.344,inferring,35.0,356.140625,,
2026-06-01T13:13:04.733946+00:00,36.344,inferring,35.5,356.140625,,
2026-06-01T13:13:06.734238+00:00,38.345,inferring,33.5,356.140625,,
2026-06-01T13:13:08.734522+00:00,40.345,inferring,34.5,356.140625,,
2026-06-01T13:13:10.734862+00:00,42.345,inferring,34.5,356.140625,,
2026-06-01T13:13:12.735165+00:00,44.345,inferring,34.5,356.14453125,,
2026-06-01T13:13:14.735415+00:00,46.346,inferring,34.5,356.14453125,,
2026-06-01T13:13:16.735991+00:00,48.346,inferring,34.5,356.14453125,,
2026-06-01T13:13:18.736270+00:00,50.347,inferring,34.5,356.14453125,,
2026-06-01T13:13:20.736602+00:00,52.347,inferring,45.5,356.14453125,,
2026-06-01T13:13:22.736976+00:00,54.347,inferring,56.5,356.1484375,,
2026-06-01T13:13:24.737266+00:00,56.348,inferring,55.5,356.1484375,,
2026-06-01T13:13:26.737539+00:00,58.348,inferring,59.5,356.1484375,,
2026-06-01T13:13:28.737751+00:00,60.348,inferring,60.0,356.1484375,,
2026-06-01T13:13:30.738027+00:00,62.348,inferring,59.0,356.1484375,,
2026-06-01T13:13:32.738268+00:00,64.349,inferring,59.0,356.15234375,,
2026-06-01T13:13:34.738845+00:00,66.349,inferring,58.0,356.15234375,,
2026-06-01T13:13:36.739446+00:00,68.35,inferring,58.5,356.15234375,,
2026-06-01T13:13:38.739685+00:00,70.35,inferring,60.0,356.15234375,,
