label,precision,recall,f1,fnr,support
0,0.9006533660016334,0.9999352331606217,0.9477011847032104,6.476683937823834e-05,15440
1,0.1345303867403315,0.03154145077720207,0.05110178384050367,0.968458549222798,15440
2,0.5577034253504842,0.9996761658031088,0.7159755079320902,0.0003238341968911917,15440
3,1.0,0.45278497409326424,0.6233337791449334,0.5472150259067358,15440
4,0.8312143088029307,0.9992875647668393,0.9075348508911241,0.0007124352331606218,15440
5,0.7718912542227465,0.9323186528497409,0.8445539616885213,0.06768134715025907,15440
