timestamp_iso,t_rel_s,phase,cpu_percent,rss_mb,gpu_util_percent,gpu_mem_used_mb
2026-06-04T07:04:52.365187+00:00,0.001,fetching,0.0,1780.35546875,0.0,18962.0625
2026-06-04T07:04:54.366986+00:00,2.003,fetching,49.5,1966.7421875,0.0,18962.0625
2026-06-04T07:04:56.367589+00:00,4.003,inferring,120.4,2196.75390625,2.0,18962.0625
2026-06-04T07:04:58.374397+00:00,6.01,inferring,122.0,2197.29296875,3.0,18962.0625
2026-06-04T07:05:00.377551+00:00,8.013,inferring,122.6,2197.1953125,14.0,18962.0625
2026-06-04T07:05:02.378920+00:00,10.015,inferring,122.8,2197.7265625,14.0,18962.0625
2026-06-04T07:05:04.379247+00:00,12.015,inferring,123.4,2198.40625,10.0,18962.0625
2026-06-04T07:05:06.379715+00:00,14.015,inferring,123.0,2198.8125,9.0,18962.0625
2026-06-04T07:05:08.380155+00:00,16.016,inferring,123.0,2199.04296875,14.0,18962.0625
2026-06-04T07:05:10.380769+00:00,18.017,inferring,124.0,2198.4296875,14.0,18962.0625
2026-06-04T07:05:12.381292+00:00,20.017,inferring,123.5,2199.375,12.0,18962.0625
2026-06-04T07:05:14.382130+00:00,22.018,inferring,123.0,2199.5078125,14.0,18962.0625
2026-06-04T07:05:16.382514+00:00,24.018,inferring,123.0,2199.63671875,14.0,18962.0625
2026-06-04T07:05:18.383004+00:00,26.019,inferring,122.5,2199.7890625,14.0,18962.0625
2026-06-04T07:05:20.475097+00:00,28.111,inferring,122.2,2199.9453125,9.0,18962.0625
2026-06-04T07:05:22.475693+00:00,30.111,inferring,123.1,2199.88671875,12.0,18962.0625
2026-06-04T07:05:24.476081+00:00,32.112,inferring,123.5,2200.22265625,12.0,18962.0625
2026-06-04T07:05:26.476507+00:00,34.112,inferring,122.5,2200.1640625,14.0,18962.0625
2026-06-04T07:05:28.476945+00:00,36.113,inferring,123.0,2200.1171875,14.0,18962.0625
2026-06-04T07:05:30.477761+00:00,38.114,inferring,124.0,2199.05078125,14.0,18962.0625
