timestamp_iso,t_rel_s,phase,cpu_percent,rss_mb,gpu_util_percent,gpu_mem_used_mb
2026-06-04T07:07:41.939513+00:00,0.001,fetching,0.0,1785.5546875,0.0,18962.0625
2026-06-04T07:07:43.953186+00:00,2.015,fetching,49.9,1971.453125,0.0,18962.0625
2026-06-04T07:07:45.953548+00:00,4.015,inferring,119.9,2207.44921875,2.0,18962.0625
2026-06-04T07:07:47.953887+00:00,6.015,inferring,123.5,2208.41015625,12.0,18962.0625
2026-06-04T07:07:49.954240+00:00,8.016,inferring,123.0,2208.91015625,12.0,18962.0625
2026-06-04T07:07:51.954680+00:00,10.016,inferring,123.0,2208.36328125,18.0,18962.0625
2026-06-04T07:07:53.955057+00:00,12.017,inferring,123.0,2209.39453125,12.0,18962.0625
2026-06-04T07:07:55.955414+00:00,14.017,inferring,123.0,2210.015625,18.0,18962.0625
2026-06-04T07:07:57.958694+00:00,16.02,inferring,121.5,2209.515625,12.0,18962.0625
2026-06-04T07:07:59.959026+00:00,18.021,inferring,122.8,2210.1015625,12.0,18962.0625
2026-06-04T07:08:01.959352+00:00,20.021,inferring,123.0,2210.34765625,12.0,18962.0625
2026-06-04T07:08:03.960108+00:00,22.022,inferring,122.5,2210.7421875,12.0,18962.0625
2026-06-04T07:08:05.960417+00:00,24.022,inferring,123.0,2210.4140625,18.0,18962.0625
2026-06-04T07:08:07.962036+00:00,26.024,inferring,124.0,2211.14453125,15.0,18962.0625
2026-06-04T07:08:09.962345+00:00,28.024,inferring,122.9,2210.8046875,18.0,18962.0625
2026-06-04T07:08:11.962956+00:00,30.024,metrics,122.5,2211.3515625,13.0,18962.0625
