batch_idx,latency_ms
0,90.58883809484541
1,87.23670896142721
2,88.47726695239544
3,87.08345401100814
4,90.26444202754647
5,97.87227294873446
6,87.55291195120662
7,89.41578108351678
8,73.8734669284895
9,94.10364204086363
10,92.01860101893544
11,85.30897495802492
12,88.82429404184222
13,89.19831609819084
14,92.7533459616825
15,88.12323107849807
16,85.28770203702152
17,90.7868059584871
18,84.03697400353849
19,86.81876095943153
20,85.18637402448803
21,87.52973889932036
22,97.50998893287033
23,85.6857169419527
24,87.14918699115515
25,86.22677496168762
26,72.6399359991774
27,87.42235403042287
28,93.38916302658617
29,85.66787606105208
30,85.07427806034684
31,95.72463307995349
32,87.5277710147202
33,87.10854989476502
34,86.84164204169065
35,88.26291700825095
36,85.57718701194972
37,85.0326840300113
38,87.10823894944042
39,92.72148401942104
40,86.7766379378736
41,92.24896098021418
42,86.67495206464082
43,91.57530998345464
44,97.6391569711268
45,77.397158020176
46,90.79190099146217
47,87.53138303291053
48,92.67848799936473
49,95.95187194645405
50,78.77531205303967
51,88.72504497412592
52,74.90939798299223
53,80.49104700330645
54,90.49758699256927
55,94.8086220305413
56,95.38682701531798
57,88.92380900215358
58,83.37924594525248
59,84.47934791911393
60,88.67435296997428
61,93.52769795805216
62,87.58868207223713
63,94.1774119855836
64,87.95548300258815
65,88.30663003027439
66,87.33853895682842
67,96.833755960688
68,85.84091800730675
69,87.92605705093592
70,87.13863894809037
71,92.96125709079206
72,73.42397794127464
73,92.60872798040509
74,109.21843908727169
75,90.50469903741032
76,73.92480305861682
77,89.05446995049715
78,91.08197200112045
79,86.19674807414412
80,87.90102193597704
81,79.47203703224659
82,90.75034002307802
83,93.4654138982296
84,87.50483603216708
85,90.76376107987016
86,84.94335599243641
87,95.96551908180118
88,86.26589004416019
89,87.89641398470849
90,73.89746594708413
91,90.50690301228315
92,88.70914299041033
93,89.51464598067105
94,87.47878100257367
95,85.99915797822177
96,86.6984180174768
97,88.24682596605271
98,86.45812899339944
99,73.79522908013314
100,86.96822007186711
101,77.6469970587641
102,85.40997200179845
103,87.30706397909671
104,95.72351898532361
105,72.6969059323892
106,73.84181604720652
107,76.28031610511243
108,94.65782903134823
109,90.20464704371989
110,89.41566990688443
111,88.03650795016438
112,93.6451549641788
113,90.15535702928901
114,88.06474902667105
115,86.67767699807882
116,86.32300398312509
117,86.21914591640234
118,87.20438298769295
119,91.70280408579856
120,89.48579302523285
121,94.70593696460128
122,90.40506498422474
123,76.45323406904936
124,91.62065398413688
125,88.17442297004163
126,86.9052610360086
127,90.3656150912866
128,87.04920101445168
129,89.2924420768395
130,85.9000429045409
131,89.34116701129824
132,84.1259170556441
133,83.50805100053549
134,90.49190301448107
135,85.92639991547912
136,76.3210579752922
137,84.14966205600649
138,87.61955995578319
139,76.50231500156224
140,88.15152302850038
141,87.28926395997405
142,98.19331206381321
143,96.89051599707454
144,87.08656101953238
145,86.95283601991832
146,87.6730369636789
147,87.73718494921923
148,85.03162697888911
149,85.15217108651996
150,88.76749104820192
151,88.65113300271332
152,74.08012601081282
153,89.74370197393
154,97.09440195001662
155,92.7680260501802
156,81.43154706340283
157,88.32219592295587
158,93.97641406394541
159,90.31665604561567
160,95.27752397116274
161,87.58337597828358
162,85.6625980231911
163,83.96501000970602
164,87.21730194520205
165,83.99533503688872
166,84.76282795891166
167,86.57197491265833
168,86.23554999940097
169,94.01106310542673
170,88.81326299160719
171,89.95090296957642
172,72.1248600166291
173,88.7388689443469
174,87.41412893868983
175,72.75780302006751
176,95.51841299980879
177,95.70351697038859
178,94.98945402447134
179,91.04562306310982
180,87.67308504320681
181,78.66717199794948
182,92.59938902687281
183,72.70556397270411
184,100.15260707587004
185,100.06275796331465
186,88.38919596746564
187,86.88724902458489
188,86.63744700606912
189,93.2694700313732
190,90.22794803604484
191,87.7748359926045
192,85.9737719874829
193,89.44469003472477
194,91.09348896890879
195,87.47137791942805
196,73.41342000290751
197,96.55246592592448
198,87.45727699715644
199,90.12625797186047
200,88.98911997675896
201,88.35986698977649
202,90.66205797716975
203,88.96751597058028
204,87.37982693128288
205,86.46442496683449
206,91.18519397452474
207,90.3971689986065
208,73.40024597942829
209,89.49058107100427
210,86.72959997784346
211,94.83114897739142
212,91.60641708876938
213,91.48733492475003
214,85.17353003844619
215,91.87311097048223
216,88.91168201807886
217,87.0245669502765
218,85.58295189868659
219,84.68948700465262
220,86.85275400057435
221,84.06563196331263
222,84.61341890506446
223,87.73074601776898
224,83.58832192607224
225,84.2523139435798
226,84.03343893587589
227,77.65514601487666
228,86.21832996141165
229,89.32700310833752
230,86.63760090712458
231,87.16468699276447
232,87.66156597994268
233,88.90916395466775
234,88.39976496528834
235,87.82335394062102
236,92.19545603264123
237,73.97066801786423
238,85.87963704485446
239,87.9826539894566
240,88.47570698708296
241,86.68622106779367
242,86.35681704618037
243,86.45672001875937
244,88.28029897995293
245,91.26029501203448
246,87.96631603036076
247,88.92430900596082
248,88.90483994036913
249,86.61389595363289
250,88.57230097055435
251,89.41206499002874
252,90.27766901999712
253,89.44653801154345
254,85.56217898149043
255,93.33498391788453
256,86.80438599549234
257,92.20918803475797
258,87.58165198378265
259,95.1098530786112
260,95.0893210247159
261,90.17041104380041
262,86.40410203952342
263,86.81430900469422
264,85.26122500188649
265,88.60602893400937
266,87.0649820426479
267,87.90806692559272
268,94.90575699601322
269,92.59312995709479
270,89.99064099043608
271,75.28046099469066
272,97.08131197839975
273,96.67648398317397
274,93.06003397796303
275,87.41496305447072
276,95.00142198521644
277,92.18007500749081
278,80.06849698722363
279,90.78929794486612
280,89.06940906308591
281,97.96677203848958
282,92.3894849838689
283,86.76710911095142
284,89.99963104724884
285,91.81697992607951
286,91.99812496080995
287,89.05425202101469
288,93.85804599151015
289,103.31358190160245
290,89.65765393804759
291,93.58108206652105
292,72.82336603384465
293,80.63589094672352
294,92.99569809809327
295,87.84649497829378
296,81.90967701375484
297,90.62879497651011
298,87.68626605160534
299,85.25889506563544
300,86.25069097615778
301,86.04525704868138
302,88.15433108247817
303,87.54386799409986
304,93.35343004204333
305,97.29669790249318
306,92.90688706096262
307,95.46510397922248
308,41.03689594194293
