timestamp_iso,t_rel_s,phase,cpu_percent,rss_mb,gpu_util_percent,gpu_mem_used_mb
2026-06-02T02:13:57.337996+00:00,0.0,idle,0.0,264.56640625,,
2026-06-02T02:13:59.418529+00:00,2.081,fetching,84.0,299.87890625,,
2026-06-02T02:14:01.461035+00:00,4.123,fetching,92.1,333.20703125,,
2026-06-02T02:14:03.515239+00:00,6.178,fetching,91.7,367.51953125,,
2026-06-02T02:14:05.559998+00:00,8.222,fetching,92.2,403.359375,,
2026-06-02T02:14:07.590828+00:00,10.253,fetching,91.5,438.65625,,
2026-06-02T02:14:09.599122+00:00,12.261,inferring,72.8,685.71484375,,
2026-06-02T02:14:11.599477+00:00,14.262,inferring,68.5,685.71484375,,
2026-06-02T02:14:13.622700+00:00,16.285,inferring,68.9,685.71484375,,
2026-06-02T02:14:15.622979+00:00,18.285,inferring,67.3,685.71484375,,
2026-06-02T02:14:17.626708+00:00,20.289,inferring,68.4,685.71484375,,
2026-06-02T02:14:19.627073+00:00,22.289,inferring,67.0,685.71484375,,
2026-06-02T02:14:21.631558+00:00,24.294,inferring,67.3,685.71484375,,
2026-06-02T02:14:23.639965+00:00,26.302,inferring,67.2,685.71484375,,
2026-06-02T02:14:25.656061+00:00,28.318,inferring,66.5,685.71484375,,
2026-06-02T02:14:27.662038+00:00,30.324,inferring,68.3,685.71484375,,
2026-06-02T02:14:29.672566+00:00,32.335,inferring,67.2,685.71484375,,
2026-06-02T02:14:31.689051+00:00,34.351,inferring,67.9,685.71484375,,
2026-06-02T02:14:33.689322+00:00,36.352,inferring,68.5,686.15625,,
2026-06-02T02:14:35.696017+00:00,38.358,inferring,68.8,687.0625,,
2026-06-02T02:14:37.697703+00:00,40.36,inferring,67.4,688.71875,,
2026-06-02T02:14:39.717673+00:00,42.38,inferring,68.3,691.203125,,
2026-06-02T02:14:41.722746+00:00,44.385,inferring,69.3,691.796875,,
