timestamp_iso,t_rel_s,phase,cpu_percent,rss_mb,gpu_util_percent,gpu_mem_used_mb
2026-06-02T07:15:53.467356+00:00,0.001,fetching,0.0,278.28125,,
2026-06-02T07:15:55.467717+00:00,2.001,fetching,89.5,305.48828125,,
2026-06-02T07:15:57.531702+00:00,4.065,fetching,83.1,319.9140625,,
2026-06-02T07:15:59.605551+00:00,6.139,fetching,92.0,331.82421875,,
2026-06-02T07:16:01.685775+00:00,8.219,fetching,93.5,352.04296875,,
2026-06-02T07:16:03.739656+00:00,10.273,fetching,90.8,363.83203125,,
2026-06-02T07:16:05.739985+00:00,12.274,inferring,71.2,446.29296875,,
2026-06-02T07:16:07.740242+00:00,14.274,inferring,60.5,446.29296875,,
2026-06-02T07:16:09.740485+00:00,16.274,inferring,61.0,446.29296875,,
2026-06-02T07:16:11.748060+00:00,18.282,inferring,60.5,446.29296875,,
2026-06-02T07:16:13.755777+00:00,20.289,inferring,60.3,446.29296875,,
2026-06-02T07:16:15.756110+00:00,22.29,inferring,61.3,446.29296875,,
2026-06-02T07:16:17.762873+00:00,24.297,inferring,59.8,449.6875,,
