label,precision,recall,f1,fnr,support
0,0.8938094134013448,1.0,0.9439275220372184,0.0,15420
1,0.15436091902743698,0.13463035019455252,0.1438220929024213,0.8653696498054475,15420
2,0.6689442075028288,0.996822308690013,0.8006146153445491,0.00317769130998703,15420
3,0.7697820421701018,0.8428664072632944,0.8046681525507677,0.15713359273670557,15420
4,0.7020540146650271,0.9996757457846952,0.8248388046124622,0.00032425421530479895,15420
5,0.0,0.0,0.0,1.0,15420
