label,precision,recall,f1,fnr,support
0,0.8991846243447874,0.9999352331606217,0.9468874578350199,6.476683937823834e-05,15440
1,0.9709443099273608,0.07791450777202072,0.1442532525930811,0.9220854922279793,15440
2,0.5603442015830368,0.9995466321243524,0.7181145595830812,0.0004533678756476684,15440
3,0.999383762132183,0.8402849740932643,0.9129547533600731,0.15971502590673575,15440
4,0.8745893281975756,1.0,0.9330996555266816,0.0,15440
5,0.9573911418426463,0.9954015544041451,0.9760264185692058,0.004598445595854922,15440
