label,precision,recall,f1,fnr,support
0,0.8914084588309965,1.0,0.9425869432580842,0.0,15449
1,0.07273736812881733,0.0339180529484109,0.046263188098706574,0.9660819470515891,15449
2,0.36398792680626296,0.9991585215871578,0.5335914409665209,0.0008414784128422552,15449
3,1.0,0.4253997022461001,0.5968847917896554,0.5746002977539,15449
4,0.4223854140288681,0.10796815327852935,0.17197649242189916,0.8920318467214706,15449
5,0.9335521996060407,0.9203184672147064,0.9268880993513479,0.07968153278529355,15449
