label,precision,recall,f1,fnr,support
0,1.0,1.0,1.0,0.0,15449
1,0.06906474820143885,0.0341769693831316,0.04572616263964666,0.9658230306168684,15449
2,0.38854656573023816,1.0,0.5596449918493026,0.0,15449
3,1.0,0.4504498673053272,0.6211174580506962,0.5495501326946728,15449
4,0.4843679880329095,0.2095928539064017,0.29258154874853165,0.7904071460935983,15449
5,0.8974992281568386,0.9408375946663214,0.9186575654152446,0.05916240533367856,15449
