label,precision,recall,f1,fnr,support
0,0.8906503124276788,0.997020725388601,0.9408385282972742,0.0029792746113989636,15440
1,0.047978210768908444,0.01483160621761658,0.022658685004699947,0.9851683937823834,15440
2,0.45791066025983274,0.9998704663212435,0.6281482687065142,0.00012953367875647668,15440
3,1.0,0.4322538860103627,0.6035995297096862,0.5677461139896373,15440
4,0.8924330295498482,0.8371761658031088,0.863921935570111,0.1628238341968912,15440
5,0.9056711857933931,0.9215673575129534,0.9135501268017078,0.07843264248704664,15440
