batch_idx,latency_ms
0,27.196293929591775
1,19.390239962376654
2,19.081856007687747
3,19.7350790258497
4,20.628813072107732
5,19.042748026549816
6,20.325336954556406
7,15.681020100601017
8,18.831730005331337
9,17.697534058243036
10,19.898735103197396
11,20.424306043423712
12,20.407350035384297
13,19.909962080419064
14,18.29141692724079
15,19.906786968931556
16,21.17633691523224
17,20.02957195509225
18,18.72125396039337
19,21.015585982240736
20,18.72277702204883
21,18.311146064661443
22,18.096043029800057
23,21.516068023629487
24,19.694298040121794
25,19.790012040175498
26,18.28440697863698
27,18.340640934184194
28,18.62988597713411
29,17.099534044973552
30,19.725695019587874
31,20.56269405875355
32,18.59492401126772
33,18.134069978259504
34,19.13095999043435
35,18.65357195492834
36,17.59899500757456
37,17.82982295844704
38,15.550834010355175
39,18.343565054237843
40,17.787668970413506
41,17.60671695228666
42,16.68203598819673
43,19.19886190444231
44,21.398632088676095
45,17.626235960051417
46,20.096182939596474
47,18.113208934664726
48,20.02891106531024
49,18.415192957036197
50,18.72746308799833
51,18.790678004734218
52,20.21569199860096
53,20.637196023017168
54,18.839862081222236
55,20.790926995687187
56,19.357471028342843
57,18.779771053232253
58,19.699695985764265
59,16.41662698239088
60,19.634617026895285
61,16.98036410380155
62,18.390626995824277
63,18.952722079120576
64,19.04935808852315
65,19.44982004351914
66,19.160643918439746
67,17.6021798979491
68,19.383589969947934
69,20.01412899699062
70,19.063699059188366
71,17.93175598140806
72,18.264617072418332
73,18.33800703752786
74,18.433591001667082
75,17.985587008297443
76,15.429301070980728
77,17.983063007704914
78,19.660396967083216
79,19.40868701785803
80,16.96885796263814
81,19.527686992660165
82,18.296734895557165
83,18.90777493827045
84,18.56503903400153
85,15.727741061709821
86,17.665144987404346
87,16.549175954423845
88,18.259218079037964
89,19.22213693615049
90,18.018937087617815
91,18.21966900024563
92,18.348603043705225
93,17.112893983721733
94,14.817310962826014
95,18.62360700033605
96,20.541161997243762
97,19.2919229157269
98,18.595134024508297
99,19.198540947400033
100,19.22568294685334
101,18.375493003986776
102,18.20981502532959
103,18.41553393751383
104,19.392343005165458
105,19.357250072062016
106,19.284100038930774
107,19.491523038595915
