model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
autoencoder-cu,CU,29200,307.256,319.732,328.242,95034.84,0.816096,0.843486,0.73225,0.99457
autoencoder-cu,CU,29300,308.716,319.482,327.285,94909.2,0.81628,0.843658,0.732536,0.994522
autoencoder-cu,CU,29400,311.458,325.763,329.616,94394.63,0.816361,0.843747,0.73266,0.994542
autoencoder-cu,CU,29500,311.627,325.559,333.754,94664.55,0.816441,0.843836,0.732819,0.994494
autoencoder-cu,CU,29600,312.589,331.235,336.499,94693.03,0.816284,0.843754,0.732721,0.994446
autoencoder-cu,CU,29700,311.527,326.586,346.231,95336.93,0.816162,0.843652,0.732558,0.994464
autoencoder-cu,CU,29800,309.985,321.561,335.383,96133.53,0.81604,0.843577,0.732435,0.994483
autoencoder-cu,CU,29900,310.928,324.893,333.238,96163.82,0.816288,0.843776,0.732724,0.994503
autoencoder-cu,CU,30000,318.311,330.973,334.398,94247.36,0.8162,0.843716,0.732661,0.994454
autoencoder-cu,CU,30100,317.125,329.615,331.917,94915.32,0.816512,0.844049,0.73315,0.994477
autoencoder-cu,CU,30200,317.165,331.448,333.858,95218.61,0.816722,0.844203,0.733408,0.99443
autoencoder-cu,CU,30300,316.041,328.663,335.649,95873.77,0.816766,0.844255,0.733476,0.994449
autoencoder-cu,CU,30400,317.589,332.354,350.09,95721.32,0.817007,0.844457,0.733771,0.994468
autoencoder-cu,CU,30500,322.109,342.829,350.78,94688.35,0.816984,0.8444,0.733711,0.994419
autoencoder-cu,CU,30600,321.946,337.37,347.089,95047.1,0.816961,0.84436,0.733642,0.994436
autoencoder-cu,CU,30700,322.733,336.824,341.262,95124.97,0.817036,0.844504,0.733847,0.994458
autoencoder-cu,CU,30800,323.249,342.628,347.625,95282.58,0.81711,0.844603,0.733985,0.994478
autoencoder-cu,CU,30900,323.909,335.505,351.047,95397.23,0.817249,0.844671,0.734079,0.994494
autoencoder-cu,CU,31000,327.487,340.794,345.186,94660.33,0.817452,0.844895,0.734407,0.994515
autoencoder-cu,CU,31100,329.636,341.267,354.067,94346.46,0.817428,0.844906,0.734413,0.994534
autoencoder-cu,CU,31200,329.007,340.284,356.33,94830.69,0.817468,0.844937,0.73445,0.994552
autoencoder-cu,CU,31300,327.691,341.486,346.964,95516.76,0.817604,0.845121,0.734717,0.994573
autoencoder-cu,CU,31400,332.04,346.62,355.006,94566.86,0.817516,0.845009,0.734575,0.994524
autoencoder-cu,CU,31500,332.171,345.14,351.971,94830.61,0.817556,0.845057,0.734636,0.994542
autoencoder-cu,CU,31600,333.702,347.735,357.25,94695.19,0.817848,0.845285,0.734972,0.99456
autoencoder-cu,CU,31700,336.206,351.138,355.834,94287.35,0.818013,0.845372,0.735095,0.994576
autoencoder-cu,CU,31800,333.578,348.811,359.222,95330.13,0.817956,0.845301,0.734978,0.994592
autoencoder-cu,CU,31900,332.415,348.324,353.147,95964.49,0.818025,0.845344,0.735035,0.994608
autoencoder-cu,CU,32000,336.26,349.841,355.738,95164.33,0.818,0.845271,0.734916,0.994623
autoencoder-cu,CU,32100,337.228,351.224,356.1,95187.94,0.817913,0.845194,0.734792,0.994639
autoencoder-cu,CU,32200,337.544,351.173,361.219,95395.05,0.817981,0.845254,0.734873,0.994656
autoencoder-cu,CU,32300,340.576,358.521,362.339,94839.31,0.818019,0.845242,0.734847,0.994671
autoencoder-cu,CU,32400,331.547,345.146,359.77,97723.72,0.817994,0.845211,0.734824,0.994625
autoencoder-cu,CU,32500,335.091,354.28,363.78,96988.59,0.818031,0.845232,0.734847,0.994642
autoencoder-cu,CU,32600,345.73,362.912,373.547,94293.11,0.818129,0.845265,0.734888,0.994656
autoencoder-cu,CU,32700,346.609,364.747,369.198,94342.67,0.818165,0.845325,0.734971,0.994674
autoencoder-cu,CU,32800,345.171,360.772,367.032,95025.41,0.818354,0.845544,0.73529,0.994694
autoencoder-cu,CU,32900,349.225,364.367,372.739,94208.6,0.818419,0.845617,0.735392,0.994711
autoencoder-cu,CU,33000,345.318,357.681,361.891,95564.05,0.818455,0.845652,0.735469,0.994667
autoencoder-cu,CU,33100,348.572,363.572,365.765,94958.98,0.818278,0.845464,0.73521,0.99462
