model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
lstm-cu,CU,7800,48.792,52.584,86.108,159861.89,0.950641,0.950571,0.948015,0.953141
lstm-cu,CU,7900,47.81,51.026,52.718,165238.13,0.950633,0.950595,0.948193,0.95301
lstm-cu,CU,8000,48.65,53.214,54.393,164440.88,0.951125,0.951021,0.948526,0.953529
lstm-cu,CU,8100,49.173,53.599,55.104,164723.29,0.951235,0.951108,0.948642,0.953586
lstm-cu,CU,8200,49.636,52.612,53.777,165202.12,0.951463,0.951416,0.948868,0.953978
lstm-cu,CU,8300,50.358,54.487,57.79,164818.73,0.951928,0.95191,0.949507,0.954326
lstm-cu,CU,8400,51.126,55.774,58.281,164301.15,0.951905,0.951836,0.94912,0.954567
lstm-cu,CU,8500,51.44,54.683,56.916,165241.21,0.951882,0.951786,0.949436,0.954148
lstm-cu,CU,8600,52.012,55.447,57.782,165347.77,0.951977,0.951915,0.949153,0.954694
lstm-cu,CU,8700,52.304,55.138,59.384,166334.46,0.951724,0.951591,0.949184,0.95401
lstm-cu,CU,8800,54.151,59.975,63.633,162508.01,0.951818,0.951675,0.949295,0.954068
lstm-cu,CU,8900,54.012,57.544,60.829,164778.33,0.952022,0.951887,0.949427,0.954361
lstm-cu,CU,9000,54.675,58.299,59.424,164608.23,0.951667,0.951521,0.948878,0.95418
lstm-cu,CU,9100,54.932,59.204,60.794,165659.41,0.951538,0.951319,0.948492,0.954163
lstm-cu,CU,9200,55.208,58.04,60.328,166642.77,0.951413,0.951238,0.948238,0.954257
lstm-cu,CU,9300,55.964,59.538,63.777,166178.91,0.951075,0.950901,0.947935,0.953886
lstm-cu,CU,9400,56.731,61.26,64.843,165693.78,0.951064,0.950834,0.947391,0.954302
lstm-cu,CU,9500,57.015,61.241,62.223,166621.87,0.950842,0.950619,0.947313,0.953947
lstm-cu,CU,9600,57.514,61.913,63.762,166915.16,0.950729,0.950487,0.94682,0.954182
