model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
cnn-du,DU,15300,121.805,130.29,131.906,125610.35,0.996928,0.996939,0.998956,0.99493
cnn-du,DU,15400,123.437,129.313,136.3,124759.77,0.996948,0.996959,0.998963,0.994963
cnn-du,DU,15500,123.642,129.765,133.94,125361.74,0.996968,0.996976,0.998968,0.994991
cnn-du,DU,15600,124.247,132.635,134.769,125556.15,0.996923,0.99693,0.998974,0.994893
cnn-du,DU,15700,124.227,130.125,138.188,126381.92,0.996815,0.996818,0.998979,0.994665
cnn-du,DU,15800,126.015,131.974,139.193,125381.45,0.996835,0.996837,0.998986,0.994698
cnn-du,DU,15900,126.886,133.21,136.047,125309.7,0.996855,0.996859,0.998993,0.994735
cnn-du,DU,16000,128.267,134.95,138.464,124740.26,0.996875,0.99688,0.998999,0.994769
cnn-du,DU,16100,126.885,132.362,132.926,126886.63,0.996894,0.996897,0.999005,0.994799
cnn-du,DU,16200,128.965,135.899,140.181,125615.88,0.996914,0.996917,0.999011,0.994832
cnn-du,DU,16300,128.861,135.379,136.483,126492.68,0.996933,0.996933,0.999016,0.994857
cnn-du,DU,16400,130.898,138.13,141.564,125288.2,0.996951,0.996949,0.999022,0.994885
cnn-du,DU,16500,130.787,136.474,137.576,126159.37,0.996909,0.996908,0.999028,0.994797
cnn-du,DU,16600,131.566,138.247,139.916,126172.43,0.996928,0.996925,0.999033,0.994826
cnn-du,DU,16700,132.163,138.584,142.727,126359.17,0.996886,0.996881,0.998918,0.994853
cnn-du,DU,16800,133.407,140.609,144.406,125929.99,0.996905,0.996897,0.998924,0.994879
cnn-du,DU,16900,133.832,139.87,142.688,126277.67,0.996923,0.996916,0.99893,0.99491
cnn-du,DU,17000,133.82,139.441,142.921,127036.14,0.996941,0.996933,0.998936,0.994938
cnn-du,DU,17100,135.316,143.673,146.95,126370.66,0.996901,0.996891,0.998942,0.994849
cnn-du,DU,17200,135.659,142.865,152.12,126788.25,0.99686,0.996849,0.998947,0.994759
cnn-du,DU,17300,136.835,144.684,147.801,126429.75,0.996879,0.996868,0.998954,0.99479
cnn-du,DU,17400,137.555,145.301,151.738,126495.16,0.996897,0.996886,0.99896,0.99482
cnn-du,DU,17500,137.956,145.043,148.84,126851.85,0.996914,0.996903,0.998965,0.994848
cnn-du,DU,17600,139.537,146.455,150.62,126131.04,0.996932,0.99692,0.998971,0.994878
cnn-du,DU,17700,139.954,146.698,148.938,126470.27,0.996949,0.996942,0.998979,0.994914
cnn-du,DU,17800,140.508,148.131,153.45,126683.33,0.996966,0.996961,0.998985,0.994946
cnn-du,DU,17900,141.065,148.473,149.748,126891.63,0.996927,0.99692,0.99899,0.994859
cnn-du,DU,18000,142.005,149.031,152.48,126756.04,0.996944,0.996937,0.998996,0.994888
cnn-du,DU,18100,143.693,154.646,160.792,125962.64,0.996961,0.996955,0.999001,0.994917
cnn-du,DU,18200,143.721,151.347,154.665,126634.62,0.996978,0.996967,0.999005,0.994937
cnn-du,DU,18300,144.46,155.208,162.452,126678.43,0.996995,0.996983,0.999011,0.994963
cnn-du,DU,18400,144.813,151.759,152.416,127060.37,0.996902,0.996894,0.999017,0.99478
cnn-du,DU,18500,144.616,150.828,153.103,127925.27,0.996865,0.996855,0.999022,0.994697
cnn-du,DU,18600,144.547,152.317,153.866,128677.89,0.996828,0.996818,0.999027,0.994619
cnn-du,DU,18700,145.833,153.37,159.902,128228.45,0.996845,0.996836,0.999033,0.994649
cnn-du,DU,18800,146.279,154.083,155.106,128521.54,0.996862,0.996854,0.999038,0.994679
cnn-du,DU,18900,148.117,156.417,165.722,127602.19,0.996825,0.996817,0.999043,0.994601
cnn-du,DU,19000,148.918,156.317,162.713,127586.7,0.996842,0.996835,0.999049,0.994632
cnn-du,DU,19100,149.286,156.344,158.263,127942.15,0.996806,0.996799,0.998948,0.994659
cnn-du,DU,19200,150.947,159.438,165.083,127196.71,0.996823,0.996816,0.998954,0.994687
cnn-du,DU,19300,150.875,158.785,162.269,127920.42,0.996839,0.996835,0.99896,0.994719
cnn-du,DU,19400,151.589,158.856,161.998,127977.96,0.996804,0.996801,0.998966,0.994646
cnn-du,DU,19500,152.681,160.971,167.524,127717.48,0.996821,0.996816,0.998971,0.994671
cnn-du,DU,19600,153.673,162.234,165.689,127543.23,0.996786,0.996784,0.998977,0.994601
cnn-du,DU,19700,155.154,162.132,166.666,126970.31,0.996802,0.9968,0.998982,0.994628
cnn-du,DU,19800,154.642,163.738,169.557,128037.88,0.996818,0.996813,0.998986,0.994649
cnn-du,DU,19900,157.549,164.808,170.043,126310.24,0.996784,0.996775,0.99899,0.994569
cnn-du,DU,20000,157.135,163.7,166.496,127279.3,0.9968,0.996788,0.998994,0.994592
