model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
cnn-cu,CU,2500,58.828,61.269,62.07,42496.71,0.9532,0.953256,0.951356,0.955164
cnn-cu,CU,2600,58.765,61.91,62.575,44244.04,0.953077,0.953185,0.951724,0.95465
cnn-cu,CU,2700,59.585,62.071,63.444,45313.17,0.953333,0.953368,0.951256,0.95549
cnn-cu,CU,2800,60.663,63.46,64.701,46156.92,0.954643,0.954852,0.953158,0.956553
cnn-cu,CU,2900,61.161,63.368,65.638,47416.14,0.954483,0.954887,0.951635,0.958162
cnn-cu,CU,3000,61.484,63.947,65.314,48793.27,0.955333,0.955659,0.952507,0.958831
cnn-cu,CU,3100,62.01,64.574,66.248,49991.69,0.955806,0.956132,0.952168,0.960129
cnn-cu,CU,3200,62.903,66.032,67.784,50872.36,0.95625,0.956305,0.953329,0.959299
cnn-cu,CU,3300,62.951,66.821,68.708,52421.82,0.956667,0.956785,0.953614,0.959976
cnn-cu,CU,3400,63.416,67.543,68.193,53614.45,0.957353,0.957565,0.95505,0.960094
cnn-cu,CU,3500,63.297,65.718,66.69,55295.09,0.956857,0.957017,0.955114,0.958928
cnn-cu,CU,3600,63.658,67.333,68.363,56552.21,0.956389,0.95657,0.954721,0.958426
cnn-cu,CU,3700,64.579,69.16,70.088,57293.82,0.955946,0.956218,0.953912,0.958535
cnn-cu,CU,3800,64.885,69.05,71.711,58565.31,0.955526,0.955748,0.953003,0.958508
cnn-cu,CU,3900,65.251,70.465,71.654,59769.5,0.955897,0.95619,0.953276,0.959121
cnn-cu,CU,4000,65.474,69.911,72.471,61092.69,0.95525,0.955439,0.951885,0.95902
cnn-cu,CU,4100,65.853,69.806,70.49,62259.78,0.95561,0.955631,0.952381,0.958904
cnn-cu,CU,4200,66.961,72.401,73.242,62722.94,0.956429,0.956522,0.953125,0.959943
cnn-cu,CU,4300,66.725,71.977,72.948,64443.66,0.956744,0.956964,0.954315,0.959629
cnn-cu,CU,4400,67.096,72.196,73.94,65578.03,0.957045,0.957133,0.954751,0.959527
cnn-cu,CU,4500,67.631,71.713,72.4,66537.57,0.956889,0.957155,0.954626,0.959699
cnn-cu,CU,4600,68.597,73.266,76.166,67058.19,0.956522,0.956897,0.954428,0.959378
cnn-cu,CU,4700,69.093,73.917,76.406,68023.88,0.957021,0.957474,0.955462,0.959494
cnn-cu,CU,4800,69.899,74.962,79.506,68670.37,0.957292,0.957758,0.955592,0.959934
cnn-cu,CU,4900,69.313,73.718,73.987,70693.82,0.957143,0.95749,0.955556,0.959432
cnn-cu,CU,5000,70.376,76.588,78.555,71047.01,0.9566,0.95697,0.954132,0.959825
cnn-cu,CU,5100,71.253,77.217,79.127,71575.5,0.956471,0.956742,0.954139,0.959359
cnn-cu,CU,5200,71.81,78.248,81.038,72412.92,0.956923,0.957187,0.954632,0.959755
cnn-cu,CU,5300,71.35,75.421,75.676,74281.93,0.957358,0.957487,0.954972,0.960015
cnn-cu,CU,5400,72.851,78.23,79.563,74123.44,0.957593,0.957804,0.955515,0.960103
cnn-cu,CU,5500,72.622,77.916,79.434,75735.06,0.958,0.95816,0.955909,0.960421
cnn-cu,CU,5600,74.187,79.651,81.791,75484.69,0.957321,0.957435,0.955224,0.959657
cnn-cu,CU,5700,74.192,80.314,81.838,76828.07,0.957193,0.957253,0.955579,0.958933
cnn-cu,CU,5800,36.628,38.714,41.189,158349.17,0.957241,0.957388,0.955418,0.959366
cnn-cu,CU,5900,37.157,39.146,42.892,158784.97,0.957288,0.957461,0.955204,0.959729
cnn-cu,CU,6000,38.22,41.699,43.419,156986.33,0.957833,0.957896,0.955511,0.960294
cnn-cu,CU,6100,38.893,42.746,45.235,156840.87,0.957049,0.957148,0.954649,0.959659
cnn-cu,CU,6200,38.615,42.404,44.386,160558.96,0.956452,0.956564,0.954108,0.959032
cnn-cu,CU,6300,39.716,43.516,44.112,158626.83,0.95619,0.956218,0.953797,0.958651
cnn-cu,CU,6400,40.381,43.169,47.789,158492.06,0.956406,0.956386,0.954148,0.958634
cnn-cu,CU,6500,40.74,43.643,45.674,159546.54,0.956308,0.956294,0.954238,0.958359
cnn-cu,CU,6600,41.912,46.271,50.885,157473.59,0.956212,0.956245,0.954079,0.958422
cnn-cu,CU,6700,42.064,45.003,47.024,159279.88,0.956418,0.956366,0.954369,0.958371
cnn-cu,CU,6800,43.359,48.378,49.413,156829.06,0.956324,0.956407,0.954026,0.958799
cnn-cu,CU,6900,43.43,47.367,50.361,158874.96,0.956957,0.957075,0.954729,0.959432
cnn-cu,CU,7000,45.937,51.116,84.153,152381.49,0.957,0.95719,0.95461,0.959783
cnn-cu,CU,7100,45.412,49.276,83.675,156345.3,0.957042,0.957145,0.954596,0.959707
cnn-cu,CU,7200,46.135,49.257,84.705,156062.06,0.956944,0.95704,0.954659,0.959433
cnn-cu,CU,7300,45.798,49.786,52.138,159395.57,0.957123,0.957188,0.954967,0.959419
cnn-cu,CU,7400,46.908,50.101,53.643,157756.18,0.957568,0.957602,0.955538,0.959675
cnn-cu,CU,7500,47.844,53.003,86.051,156759.02,0.9572,0.957206,0.954787,0.959636
cnn-cu,CU,7600,48.522,52.181,85.916,156630.88,0.9575,0.957494,0.955106,0.959894
cnn-cu,CU,7700,48.011,50.78,53.32,160381.26,0.957922,0.957878,0.955394,0.960375
cnn-cu,CU,7800,49.132,53.681,58.005,158754.41,0.957949,0.957873,0.955664,0.960093
cnn-cu,CU,7900,49.468,52.53,55.936,159698.58,0.957848,0.9578,0.955741,0.959868
cnn-cu,CU,8000,50.376,55.009,57.223,158806.48,0.95825,0.958145,0.955989,0.960311
cnn-cu,CU,8100,50.483,54.34,55.55,160448.76,0.958395,0.958266,0.956253,0.960288
cnn-cu,CU,8200,50.961,55.551,59.013,160907.06,0.958659,0.958603,0.956384,0.960832
cnn-cu,CU,8300,52.044,56.419,57.674,159478.98,0.959157,0.959132,0.95694,0.961334
cnn-cu,CU,8400,52.724,58.409,59.597,159321.53,0.959286,0.959218,0.956708,0.961741
cnn-cu,CU,8500,53.12,57.27,59.17,160015.12,0.959412,0.95933,0.956961,0.961711
cnn-cu,CU,8600,53.696,56.66,58.807,160162.13,0.959535,0.959478,0.956804,0.962167
cnn-cu,CU,8700,53.868,58.033,61.169,161506.19,0.959425,0.959318,0.956782,0.961867
cnn-cu,CU,8800,55.202,60.989,63.852,159413.88,0.959545,0.959426,0.957026,0.961837
cnn-cu,CU,8900,55.362,60.011,62.398,160761.06,0.959663,0.959549,0.957069,0.962042
cnn-cu,CU,9000,55.969,61.05,62.207,160802.79,0.959556,0.959438,0.956667,0.962226
cnn-cu,CU,9100,56.177,60.434,62.849,161986.83,0.95956,0.959382,0.956426,0.962356
cnn-cu,CU,9200,57.322,62.708,63.633,160496.46,0.959674,0.959529,0.956503,0.962574
cnn-cu,CU,9300,57.98,62.238,63.081,160400.77,0.959247,0.959102,0.95611,0.962113
cnn-cu,CU,9400,58.624,63.347,67.115,160344.83,0.959255,0.959059,0.955688,0.962454
cnn-cu,CU,9500,58.4,60.869,63.156,162672.31,0.959368,0.959188,0.955752,0.962649
cnn-cu,CU,9600,59.507,65.167,67.066,161324.97,0.959063,0.95887,0.954972,0.962799
cnn-cu,CU,9700,59.742,63.984,66.804,162366.01,0.958866,0.958708,0.954658,0.962794
cnn-cu,CU,9800,60.583,64.539,65.285,161760.49,0.958878,0.958722,0.954518,0.962963
cnn-cu,CU,9900,61.393,66.0,67.695,161255.78,0.95899,0.95884,0.954775,0.96294
cnn-cu,CU,10000,61.686,67.001,69.734,162111.43,0.959,0.958901,0.954881,0.962956
cnn-cu,CU,10100,62.348,66.764,69.74,161992.76,0.959109,0.959016,0.954941,0.963125
cnn-cu,CU,10200,62.758,65.672,67.529,162529.26,0.95902,0.958883,0.954937,0.962861
cnn-cu,CU,10300,63.525,68.578,75.054,162140.32,0.958738,0.958581,0.954581,0.962615
cnn-cu,CU,10400,64.397,69.878,76.123,161498.74,0.958654,0.958494,0.954441,0.962582
cnn-cu,CU,10500,64.387,67.613,69.786,163075.42,0.958571,0.958385,0.954277,0.962529
cnn-cu,CU,10600,65.415,70.711,71.239,162042.16,0.958679,0.958499,0.95416,0.962878
cnn-cu,CU,10700,66.205,71.977,73.687,161619.08,0.957944,0.957739,0.953084,0.962439
cnn-cu,CU,10800,65.962,70.512,73.055,163731.31,0.958241,0.95805,0.953351,0.962797
cnn-cu,CU,10900,67.125,71.435,75.444,162382.87,0.958073,0.957869,0.953386,0.962393
cnn-cu,CU,11000,67.749,72.241,75.732,162363.05,0.957909,0.957705,0.953611,0.961835
cnn-cu,CU,11100,67.945,73.558,74.684,163367.65,0.958288,0.958126,0.954071,0.962216
cnn-cu,CU,11200,68.006,72.525,77.61,164692.32,0.958214,0.958087,0.953986,0.962223
cnn-cu,CU,11300,69.446,73.681,76.779,162717.45,0.95823,0.958104,0.954039,0.962204
cnn-cu,CU,11400,69.738,74.115,75.43,163468.34,0.958333,0.958315,0.954045,0.962623
