model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
transformer-cu,CU,6100,75.885,98.504,98.859,80384.91,0.965574,0.96467,0.990328,0.940308
transformer-cu,CU,6200,78.313,99.005,102.031,79169.34,0.965,0.964067,0.990473,0.939032
transformer-cu,CU,6300,77.852,98.566,101.292,80922.34,0.964921,0.963907,0.990601,0.938613
transformer-cu,CU,6400,82.527,98.607,99.821,77550.68,0.965,0.963952,0.990738,0.938577
transformer-cu,CU,6500,82.423,98.37,98.882,78861.52,0.964769,0.963714,0.990877,0.938001
transformer-cu,CU,6600,84.235,98.988,100.022,78352.67,0.964848,0.96384,0.990708,0.938392
transformer-cu,CU,6700,88.469,99.079,100.024,75732.68,0.965075,0.964011,0.990831,0.938604
transformer-cu,CU,6800,87.533,99.511,104.91,77685.11,0.965147,0.964183,0.990991,0.938788
transformer-cu,CU,6900,91.189,99.951,143.897,75667.02,0.965652,0.964748,0.991137,0.939728
transformer-cu,CU,7000,91.244,99.799,138.827,76716.99,0.966,0.965164,0.991281,0.940388
transformer-cu,CU,7100,93.261,99.407,101.247,76130.65,0.965915,0.965009,0.99109,0.940265
transformer-cu,CU,7200,95.241,101.22,118.639,75597.32,0.965972,0.965065,0.991213,0.940261
transformer-cu,CU,7300,95.079,100.031,102.508,76777.93,0.96589,0.964964,0.99104,0.940225
transformer-cu,CU,7400,99.121,101.046,189.946,74656.53,0.966216,0.965287,0.991161,0.940731
transformer-cu,CU,7500,96.036,100.321,102.071,78095.39,0.966133,0.965167,0.990988,0.940658
transformer-cu,CU,7600,98.018,99.947,193.058,77536.71,0.966316,0.965349,0.991106,0.940897
transformer-cu,CU,7700,99.133,101.504,195.415,77673.69,0.966494,0.965499,0.991214,0.941084
transformer-cu,CU,7800,103.816,192.871,195.8,75132.97,0.966282,0.965253,0.991316,0.940525
transformer-cu,CU,7900,105.726,191.828,196.788,74721.56,0.966329,0.965328,0.991432,0.940564
transformer-cu,CU,8000,101.769,188.019,195.158,78609.2,0.9665,0.965455,0.991528,0.940718
transformer-cu,CU,8100,104.738,190.048,193.474,77335.55,0.966543,0.965491,0.99137,0.940928
transformer-cu,CU,8200,109.468,194.569,195.35,74907.39,0.966707,0.965716,0.99149,0.941248
transformer-cu,CU,8300,108.426,191.785,194.982,76549.8,0.966627,0.965654,0.991597,0.941034
transformer-cu,CU,8400,110.636,193.656,194.814,75924.86,0.966667,0.965653,0.991436,0.941176
transformer-cu,CU,8500,111.328,192.924,195.207,76350.73,0.966471,0.965434,0.99153,0.940676
transformer-cu,CU,8600,112.35,194.63,195.917,76546.4,0.966744,0.96574,0.991392,0.941383
transformer-cu,CU,8700,113.266,191.769,195.417,76810.07,0.966552,0.965493,0.991476,0.940837
transformer-cu,CU,8800,120.212,194.196,195.279,73203.81,0.966591,0.965525,0.99157,0.940814
transformer-cu,CU,8900,120.084,194.364,196.362,74114.86,0.966629,0.965565,0.991665,0.940804
transformer-cu,CU,9000,119.141,195.191,196.381,75540.86,0.966556,0.965478,0.991519,0.940769
transformer-cu,CU,9100,121.14,194.641,196.459,75119.81,0.966593,0.965462,0.991367,0.940877
transformer-cu,CU,9200,126.112,195.96,196.694,72951.1,0.966522,0.965417,0.991238,0.940906
transformer-cu,CU,9300,125.699,195.144,196.878,73986.1,0.966344,0.965234,0.991104,0.94068
transformer-cu,CU,9400,128.883,194.655,196.108,72934.61,0.966702,0.965555,0.991188,0.941214
transformer-cu,CU,9500,128.81,195.433,196.612,73751.94,0.966316,0.965164,0.990836,0.940789
transformer-cu,CU,9600,131.761,194.929,196.253,72859.22,0.966458,0.965294,0.990708,0.941152
transformer-cu,CU,9700,128.033,194.697,195.701,75761.65,0.966392,0.965245,0.990808,0.940969
transformer-cu,CU,9800,130.842,195.391,196.583,74899.49,0.966122,0.964972,0.990256,0.940947
transformer-cu,CU,9900,134.148,195.398,196.006,73798.88,0.966263,0.965128,0.990358,0.941153
transformer-cu,CU,10000,139.126,195.759,197.633,71877.22,0.9661,0.964997,0.990462,0.940809
transformer-cu,CU,10100,141.409,195.291,197.122,71423.95,0.966139,0.965045,0.99035,0.941001
transformer-cu,CU,10200,146.301,196.256,197.717,69719.33,0.966176,0.965049,0.990435,0.940932
transformer-cu,CU,10300,145.093,196.066,197.244,70989.12,0.966117,0.964963,0.990519,0.940693
transformer-cu,CU,10400,141.936,196.69,199.319,73272.54,0.966058,0.964893,0.990606,0.940481
transformer-cu,CU,10500,149.324,196.377,197.095,70316.73,0.96619,0.965007,0.99069,0.940623
transformer-cu,CU,10600,148.829,195.648,198.774,71222.83,0.966226,0.965046,0.990579,0.940796
transformer-cu,CU,10700,155.031,196.684,198.142,69018.45,0.966075,0.964856,0.990459,0.940544
transformer-cu,CU,10800,152.776,197.424,198.305,70691.93,0.966111,0.964909,0.990356,0.940737
transformer-cu,CU,10900,156.856,197.446,198.103,69490.55,0.965872,0.964659,0.990055,0.940534
transformer-cu,CU,11000,166.616,198.357,200.139,66020.15,0.965636,0.96442,0.990143,0.94
transformer-cu,CU,11100,164.358,199.112,202.837,67535.31,0.965856,0.964688,0.990245,0.940418
transformer-cu,CU,11200,165.546,198.553,199.72,67655.06,0.965804,0.964658,0.990337,0.940277
transformer-cu,CU,11300,168.324,198.557,199.807,67132.24,0.965841,0.964704,0.990238,0.940453
transformer-cu,CU,11400,170.302,198.79,202.896,66939.77,0.965702,0.964644,0.990161,0.940409
transformer-cu,CU,11500,173.179,198.695,200.368,66405.45,0.965652,0.964577,0.990241,0.94021
transformer-cu,CU,11600,168.369,198.268,200.396,68896.28,0.965603,0.96453,0.990325,0.940045
transformer-cu,CU,11700,178.387,200.873,283.661,65587.71,0.965556,0.964471,0.990224,0.940024
transformer-cu,CU,11800,180.379,199.709,204.281,65417.93,0.965508,0.964395,0.990298,0.939812
transformer-cu,CU,11900,177.205,198.025,199.809,67153.73,0.965294,0.964202,0.990208,0.939527
transformer-cu,CU,12000,177.657,199.702,264.392,67545.71,0.965083,0.963976,0.98976,0.939501
transformer-cu,CU,12100,178.559,198.995,202.625,67764.91,0.965041,0.963917,0.989665,0.939475
transformer-cu,CU,12200,186.809,199.748,205.904,65307.42,0.964754,0.963584,0.989736,0.938779
transformer-cu,CU,12300,190.725,201.294,289.745,64490.63,0.964959,0.963803,0.989822,0.939116
transformer-cu,CU,12400,188.661,200.951,263.7,65726.37,0.964677,0.963488,0.989724,0.938606
transformer-cu,CU,12500,192.732,264.408,290.304,64856.85,0.96464,0.963435,0.989633,0.938588
transformer-cu,CU,12600,193.544,260.671,288.962,65101.47,0.964603,0.963371,0.989706,0.9384
transformer-cu,CU,12700,186.583,199.564,255.922,68066.37,0.964724,0.9635,0.989789,0.938571
transformer-cu,CU,12800,195.314,284.655,290.419,65535.64,0.964844,0.963633,0.989544,0.939046
transformer-cu,CU,12900,203.456,289.758,296.068,63404.29,0.964884,0.963699,0.989468,0.939238
transformer-cu,CU,13000,202.145,289.793,292.183,64310.23,0.965077,0.963894,0.989549,0.939535
transformer-cu,CU,13100,200.435,289.444,293.129,65357.71,0.965115,0.963945,0.989632,0.939557
transformer-cu,CU,13200,208.055,290.524,293.563,63444.79,0.965227,0.964065,0.989553,0.939857
transformer-cu,CU,13300,214.298,291.828,293.613,62062.99,0.964962,0.963752,0.989617,0.939206
transformer-cu,CU,13400,212.017,290.226,293.18,63202.36,0.965,0.963831,0.989705,0.939276
transformer-cu,CU,13500,208.591,292.672,298.724,64719.91,0.964963,0.963796,0.989626,0.939281
transformer-cu,CU,13600,222.236,291.819,297.351,61196.31,0.965074,0.963936,0.989556,0.939609
transformer-cu,CU,13700,222.986,293.514,301.212,61438.85,0.965182,0.963986,0.989614,0.939653
transformer-cu,CU,13800,228.659,292.75,296.389,60351.9,0.96529,0.964101,0.989691,0.939801
transformer-cu,CU,13900,230.924,293.821,295.363,60192.91,0.96554,0.964368,0.989769,0.940238
transformer-cu,CU,14000,242.669,297.396,300.216,57691.8,0.965714,0.964555,0.989845,0.940524
transformer-cu,CU,14100,236.372,294.528,298.457,59651.72,0.965603,0.964404,0.989756,0.940318
transformer-cu,CU,14200,255.597,298.675,301.395,55556.24,0.965563,0.964335,0.989523,0.940398
transformer-cu,CU,14300,248.425,296.254,297.686,57562.61,0.965594,0.964389,0.989602,0.940429
transformer-cu,CU,14400,255.21,298.492,301.473,56424.01,0.965486,0.964283,0.989674,0.940163
transformer-cu,CU,14500,260.897,299.828,300.42,55577.38,0.965379,0.964153,0.989738,0.939858
transformer-cu,CU,14600,247.277,298.238,301.502,59043.08,0.965411,0.964182,0.989662,0.939981
transformer-cu,CU,14700,260.222,299.858,302.041,56490.13,0.965238,0.963966,0.989289,0.939906
transformer-cu,CU,14800,260.646,300.304,302.101,56781.93,0.96527,0.96398,0.989356,0.939874
transformer-cu,CU,14900,278.932,300.846,303.024,53418.07,0.965369,0.964117,0.989296,0.940187
transformer-cu,CU,15000,282.014,300.982,302.674,53188.77,0.965267,0.964012,0.989366,0.939925
transformer-cu,CU,15100,285.037,300.942,303.03,52975.54,0.965232,0.963974,0.989435,0.939791
transformer-cu,CU,15200,283.878,302.941,305.753,53544.19,0.965197,0.963962,0.989372,0.939825
transformer-cu,CU,15300,281.727,300.551,305.168,54307.81,0.965294,0.964037,0.989434,0.93991
transformer-cu,CU,15400,281.341,302.499,305.059,54737.84,0.965325,0.96406,0.9895,0.939895
transformer-cu,CU,15500,287.183,301.789,303.573,53972.52,0.965161,0.96388,0.989562,0.939497
transformer-cu,CU,15600,282.897,300.811,304.753,55143.73,0.965192,0.963913,0.989494,0.939622
transformer-cu,CU,15700,281.452,301.604,302.242,55782.17,0.96535,0.964064,0.989558,0.939851
transformer-cu,CU,15800,286.155,301.861,303.799,55214.87,0.965063,0.963732,0.989343,0.939413
transformer-cu,CU,15900,290.969,302.683,306.296,54644.93,0.96522,0.963915,0.989417,0.939695
transformer-cu,CU,16000,286.391,302.49,303.295,55867.58,0.965313,0.964015,0.989485,0.939823
transformer-cu,CU,16100,292.323,301.956,389.029,55075.97,0.965217,0.963936,0.989554,0.939611
transformer-cu,CU,16200,290.548,302.307,306.492,55756.66,0.965309,0.964007,0.989612,0.939693
transformer-cu,CU,16300,292.121,301.765,389.986,55798.87,0.965215,0.963934,0.989681,0.939492
transformer-cu,CU,16400,289.499,300.5,305.734,56649.56,0.965305,0.964035,0.989747,0.939625
transformer-cu,CU,16500,289.763,300.534,306.029,56943.01,0.965455,0.964205,0.989814,0.939887
transformer-cu,CU,16600,288.482,301.6,303.284,57542.51,0.965422,0.964174,0.989749,0.939888
transformer-cu,CU,16700,290.714,301.095,303.663,57444.81,0.965329,0.964102,0.989563,0.939918
