model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
lstm-du,DU,32000,203.632,214.766,229.256,157146.6,0.926281,0.931021,0.875928,0.99351
lstm-du,DU,32100,207.562,221.219,249.146,154652.86,0.926293,0.931012,0.875898,0.993528
lstm-du,DU,32200,202.618,216.453,223.161,158920.12,0.926273,0.931008,0.875875,0.993549
lstm-du,DU,32300,208.014,220.799,223.52,155277.86,0.926223,0.930946,0.87575,0.993567
lstm-du,DU,32400,209.381,221.505,227.766,154741.96,0.926173,0.930903,0.875707,0.993526
lstm-du,DU,32500,202.474,212.036,216.218,160514.53,0.926215,0.930909,0.875705,0.993542
lstm-du,DU,32600,204.465,215.344,217.829,159440.24,0.926258,0.930979,0.875858,0.993505
lstm-du,DU,32700,204.657,212.527,234.826,159779.37,0.9263,0.931013,0.875902,0.993524
lstm-du,DU,32800,206.183,220.263,225.486,159081.88,0.926372,0.931085,0.876014,0.993544
lstm-du,DU,32900,205.673,216.716,245.322,159962.55,0.926474,0.931206,0.876211,0.993567
lstm-du,DU,33000,206.315,219.414,222.194,159949.27,0.926576,0.931276,0.876321,0.993585
lstm-du,DU,33100,207.753,218.147,242.003,159324.06,0.926677,0.931396,0.876516,0.993607
lstm-du,DU,33200,214.775,226.047,237.794,154580.39,0.926687,0.931433,0.876611,0.993569
lstm-du,DU,33300,209.922,221.989,225.783,158630.14,0.926637,0.931417,0.876565,0.993591
lstm-du,DU,33400,215.445,228.56,233.901,155028.3,0.926587,0.931351,0.876436,0.993608
lstm-du,DU,33500,210.31,222.205,229.517,159288.47,0.926537,0.931309,0.876346,0.993627
lstm-du,DU,33600,216.468,230.768,248.958,155219.34,0.926548,0.931292,0.876303,0.993643
lstm-du,DU,33700,213.295,224.966,234.405,157997.22,0.926677,0.931428,0.876574,0.993606
lstm-du,DU,33800,213.276,226.715,248.42,158480.3,0.926686,0.931452,0.876601,0.993626
lstm-du,DU,33900,212.586,227.995,250.076,159465.06,0.926696,0.931484,0.876687,0.993589
lstm-du,DU,34000,216.686,229.222,234.683,156909.24,0.926735,0.93153,0.876753,0.993609
lstm-du,DU,34100,220.581,233.332,263.65,154591.73,0.926804,0.931586,0.876838,0.993627
lstm-du,DU,34200,215.676,226.731,241.405,158570.94,0.92693,0.931705,0.877032,0.993646
lstm-du,DU,34300,221.599,234.463,239.799,154784.43,0.927085,0.93184,0.877258,0.993665
lstm-du,DU,34400,219.635,230.0,236.757,156623.4,0.927035,0.93179,0.877155,0.993682
lstm-du,DU,34500,222.43,237.869,261.923,155105.29,0.926928,0.931715,0.877008,0.993702
lstm-du,DU,34600,218.066,230.507,236.689,158667.53,0.926994,0.931756,0.877066,0.993719
lstm-du,DU,34700,217.865,232.243,241.347,159273.11,0.927032,0.931796,0.877124,0.993737
lstm-du,DU,34800,216.828,228.113,233.284,160495.92,0.927011,0.93179,0.877142,0.9937
lstm-du,DU,34900,218.407,231.409,233.61,159793.5,0.926991,0.931744,0.877093,0.993658
lstm-du,DU,35000,217.649,228.926,237.609,160809.36,0.927057,0.931824,0.877219,0.993678
lstm-du,DU,35100,220.145,236.482,247.684,159440.22,0.92698,0.931724,0.877075,0.993636
lstm-du,DU,35200,225.793,242.543,254.808,155895.03,0.926932,0.931679,0.877025,0.993598
lstm-du,DU,35300,226.023,240.924,247.251,156179.04,0.926884,0.931635,0.876976,0.993559
lstm-du,DU,35400,221.744,238.458,262.636,159643.43,0.926864,0.931593,0.876934,0.993519
lstm-du,DU,35500,229.274,244.586,274.361,154836.73,0.926817,0.931563,0.876909,0.993482
lstm-du,DU,35600,229.296,247.618,268.567,155257.66,0.926798,0.931565,0.876897,0.993502
lstm-du,DU,35700,228.08,243.434,266.476,156524.18,0.926779,0.931542,0.876843,0.99352
lstm-du,DU,35800,229.109,239.216,249.423,156257.26,0.926816,0.931586,0.876948,0.993484
lstm-du,DU,35900,229.879,241.733,255.41,156169.4,0.92688,0.931685,0.87715,0.993451
lstm-du,DU,36000,231.464,243.561,250.865,155531.8,0.926944,0.931731,0.877261,0.993413
lstm-du,DU,36100,230.661,241.71,245.85,156506.41,0.926953,0.931721,0.877231,0.993429
lstm-du,DU,36200,231.514,244.301,248.365,156362.36,0.926961,0.93175,0.877266,0.99345
lstm-du,DU,36300,230.546,241.998,255.383,157452.15,0.926942,0.931727,0.877254,0.993412
lstm-du,DU,36400,233.773,248.068,270.043,155706.9,0.926813,0.931619,0.877133,0.993322
lstm-du,DU,36500,234.997,247.22,255.565,155321.18,0.926822,0.931609,0.877103,0.993338
lstm-du,DU,36600,233.097,244.983,254.787,157016.48,0.926776,0.93158,0.877037,0.993358
lstm-du,DU,36700,236.067,248.816,268.395,155464.51,0.926757,0.931526,0.87693,0.993372
lstm-du,DU,36800,234.729,248.862,253.215,156776.78,0.926848,0.931609,0.877105,0.993336
lstm-du,DU,36900,230.582,243.37,255.439,160030.04,0.926802,0.93157,0.877021,0.993354
lstm-du,DU,37000,237.545,252.266,267.62,155760.09,0.926622,0.931406,0.87676,0.993318
lstm-du,DU,37100,230.035,243.78,250.328,161280.05,0.926604,0.931374,0.87669,0.993334
lstm-du,DU,37200,236.821,253.207,261.277,157080.87,0.926398,0.931199,0.876366,0.993352
lstm-du,DU,37300,232.438,244.201,249.079,160472.81,0.926488,0.931292,0.876515,0.993371
lstm-du,DU,37400,241.358,254.883,275.622,154956.31,0.926497,0.93128,0.876482,0.993387
