model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
autoencoder-du,DU,38900,379.217,398.918,407.242,102579.72,0.897943,0.898491,0.895287,0.901719
autoencoder-du,DU,39000,375.887,390.168,398.036,103754.46,0.897897,0.898418,0.895176,0.901685
autoencoder-du,DU,39100,379.945,401.376,412.7,102909.75,0.897903,0.898433,0.895198,0.90169
autoencoder-du,DU,39200,377.392,395.365,403.727,103870.88,0.897985,0.898521,0.895227,0.901839
autoencoder-du,DU,39300,379.765,395.75,398.952,103485.12,0.898015,0.898598,0.895337,0.901884
autoencoder-du,DU,39400,383.901,405.93,411.778,102630.5,0.898071,0.898673,0.89533,0.902041
autoencoder-du,DU,39500,380.567,395.102,399.64,103792.58,0.898101,0.898719,0.895497,0.901965
autoencoder-du,DU,39600,386.045,404.049,412.606,102578.63,0.898131,0.898725,0.895487,0.901985
autoencoder-du,DU,39700,382.267,399.236,410.242,103854.07,0.898086,0.898703,0.89543,0.902
autoencoder-du,DU,39800,386.896,404.068,418.662,102869.92,0.898191,0.898821,0.895557,0.90211
autoencoder-du,DU,39900,384.912,401.66,420.304,103660.08,0.89817,0.898792,0.895557,0.90205
autoencoder-du,DU,40000,385.129,399.034,407.233,103861.36,0.898125,0.89878,0.895555,0.902029
autoencoder-du,DU,40100,389.972,411.297,420.703,102827.85,0.898105,0.898756,0.895516,0.902019
autoencoder-du,DU,40200,388.729,405.402,426.793,103413.85,0.898109,0.898774,0.895499,0.902074
autoencoder-du,DU,40300,391.663,407.975,414.501,102894.59,0.898114,0.898782,0.895471,0.902118
autoencoder-du,DU,40400,389.865,405.221,408.58,103625.64,0.898119,0.89877,0.895379,0.902187
autoencoder-du,DU,40500,394.39,415.364,430.13,102690.32,0.898148,0.89884,0.89548,0.902225
autoencoder-du,DU,40600,390.892,408.255,423.627,103864.99,0.898153,0.898838,0.89553,0.902171
autoencoder-du,DU,40700,397.43,417.909,423.883,102407.86,0.898059,0.898733,0.89539,0.902102
autoencoder-du,DU,40800,397.973,423.118,428.407,102519.46,0.898064,0.898731,0.895309,0.90218
autoencoder-du,DU,40900,396.197,418.287,424.244,103231.57,0.898093,0.898771,0.895335,0.902233
autoencoder-du,DU,41000,399.723,421.304,425.292,102571.13,0.897927,0.898592,0.89523,0.90198
autoencoder-du,DU,41100,396.353,414.365,429.43,103695.38,0.897932,0.8986,0.895289,0.901936
autoencoder-du,DU,41200,400.87,416.826,418.541,102776.57,0.897937,0.898589,0.895329,0.901873
autoencoder-du,DU,41300,398.88,417.505,422.216,103539.99,0.897893,0.898549,0.89534,0.901782
autoencoder-du,DU,41400,403.031,420.135,427.35,102721.58,0.897899,0.898553,0.895351,0.901778
autoencoder-du,DU,41500,405.315,426.012,430.456,102389.61,0.897831,0.898453,0.895279,0.901649
autoencoder-du,DU,41600,401.116,417.658,428.437,103710.52,0.897764,0.898368,0.89518,0.901578
autoencoder-du,DU,41700,407.119,426.362,435.398,102426.98,0.897674,0.89831,0.895217,0.901425
autoencoder-du,DU,41800,403.411,421.614,426.737,103616.42,0.897632,0.898243,0.895114,0.901394
autoencoder-du,DU,41900,407.861,427.167,429.318,102731.2,0.897566,0.898154,0.894884,0.901448
autoencoder-du,DU,42000,405.869,427.67,437.255,103481.69,0.897524,0.898125,0.894695,0.901582
autoencoder-du,DU,42100,412.545,430.735,443.725,102049.47,0.897553,0.898199,0.894757,0.901668
autoencoder-du,DU,42200,413.134,437.782,447.89,102146.0,0.897607,0.898294,0.894902,0.901711
autoencoder-du,DU,42300,408.38,427.861,437.328,103580.1,0.89766,0.898354,0.894887,0.901848
autoencoder-du,DU,42400,414.656,430.481,439.102,102253.4,0.897594,0.898319,0.894882,0.901782
autoencoder-du,DU,42500,411.11,426.962,432.343,103378.6,0.897576,0.898302,0.894852,0.901778
autoencoder-du,DU,42600,415.87,436.628,443.928,102435.96,0.897512,0.89829,0.894913,0.901693
autoencoder-du,DU,42700,414.029,430.347,435.043,103132.9,0.897564,0.898336,0.894925,0.901773
autoencoder-du,DU,42800,418.368,435.18,446.629,102302.21,0.897757,0.898488,0.895082,0.901919
autoencoder-du,DU,42900,415.375,431.202,442.495,103280.06,0.897786,0.898488,0.895152,0.90185
autoencoder-du,DU,43000,417.405,437.288,444.452,103017.5,0.897721,0.898406,0.895057,0.901781
autoencoder-du,DU,43100,422.312,442.39,468.411,102057.21,0.897842,0.898537,0.895215,0.901883
autoencoder-du,DU,43200,419.481,438.58,445.18,102984.44,0.897685,0.898363,0.894988,0.901763
autoencoder-du,DU,43300,423.954,443.153,451.937,102133.81,0.897667,0.898374,0.894987,0.901787
autoencoder-du,DU,43400,419.477,433.799,443.017,103462.11,0.897696,0.898361,0.89496,0.901788
autoencoder-du,DU,43500,424.23,439.59,443.866,102538.68,0.897724,0.898432,0.89506,0.901829
autoencoder-du,DU,43600,422.369,438.662,450.523,103227.35,0.897683,0.898399,0.895035,0.901788
autoencoder-du,DU,43700,427.894,445.995,452.456,102128.02,0.897506,0.898216,0.894739,0.90172
autoencoder-du,DU,43800,426.96,441.636,452.563,102585.78,0.897534,0.898213,0.894642,0.901813
autoencoder-du,DU,43900,424.883,441.027,453.29,103322.63,0.897472,0.898174,0.894632,0.901744
autoencoder-du,DU,44000,427.912,449.374,456.638,102824.97,0.8975,0.898185,0.89455,0.90185
autoencoder-du,DU,44100,434.044,454.38,462.218,101602.5,0.897483,0.898132,0.894524,0.901769
autoencoder-du,DU,44200,431.285,451.825,468.513,102484.55,0.897466,0.898079,0.894459,0.90173
autoencoder-du,DU,44300,436.504,452.443,487.569,101488.11,0.897427,0.898034,0.894382,0.901717
autoencoder-du,DU,44400,431.137,452.77,457.448,102983.61,0.897523,0.898133,0.894448,0.901848
autoencoder-du,DU,44500,435.41,459.915,467.392,102202.56,0.897438,0.898066,0.89439,0.901772
autoencoder-du,DU,44600,429.145,448.564,457.514,103927.67,0.897422,0.898055,0.894407,0.901732
autoencoder-du,DU,44700,434.975,455.083,460.517,102764.54,0.897472,0.89809,0.89449,0.901719
autoencoder-du,DU,44800,432.122,447.372,463.227,103674.44,0.897411,0.898025,0.894453,0.901626
autoencoder-du,DU,44900,438.2,457.953,471.412,102464.72,0.897416,0.897998,0.894512,0.901512
autoencoder-du,DU,45000,433.886,460.465,465.677,103713.83,0.897489,0.898058,0.894519,0.901624
autoencoder-du,DU,45100,440.013,464.356,474.293,102496.86,0.897339,0.89791,0.89436,0.901488
autoencoder-du,DU,45200,440.0,459.495,480.694,102727.33,0.897367,0.897934,0.894333,0.901564
autoencoder-du,DU,45300,435.529,454.411,464.758,104011.42,0.897439,0.898042,0.89447,0.901644
autoencoder-du,DU,45400,440.657,461.906,470.694,103028.09,0.897445,0.898016,0.89445,0.90161
autoencoder-du,DU,45500,446.543,468.754,474.328,101893.79,0.897473,0.898048,0.894549,0.901575
autoencoder-du,DU,45600,443.626,461.48,474.247,102789.2,0.897412,0.897972,0.894382,0.90159
autoencoder-du,DU,45700,439.188,461.299,467.211,104055.74,0.897352,0.89798,0.89442,0.901568
autoencoder-du,DU,45800,444.988,463.667,481.995,102924.07,0.897314,0.897963,0.894489,0.901464
autoencoder-du,DU,45900,453.679,476.336,484.063,101172.88,0.897364,0.898024,0.894558,0.901517
autoencoder-du,DU,46000,441.828,459.018,464.927,104112.9,0.897478,0.898134,0.894617,0.901678
autoencoder-du,DU,46100,448.599,474.44,482.45,102764.47,0.897527,0.898137,0.894588,0.901715
autoencoder-du,DU,46200,442.799,460.143,478.145,104336.24,0.897554,0.898165,0.894719,0.901637
autoencoder-du,DU,46300,449.001,468.392,484.888,103117.82,0.897365,0.897956,0.89446,0.901479
autoencoder-du,DU,46400,447.36,477.343,496.769,103719.69,0.897435,0.898022,0.894553,0.901519
autoencoder-du,DU,46500,459.241,478.563,497.481,101253.99,0.897333,0.897948,0.89443,0.901494
autoencoder-du,DU,46600,447.006,468.981,473.961,104249.26,0.897296,0.897905,0.894509,0.901328
autoencoder-du,DU,46700,456.951,475.169,485.794,102199.08,0.897238,0.897852,0.894407,0.901325
autoencoder-du,DU,46800,454.792,476.14,495.273,102904.09,0.897158,0.897772,0.894258,0.901314
autoencoder-du,DU,46900,449.632,471.703,481.983,104307.61,0.8971,0.897698,0.894248,0.901175
autoencoder-du,DU,47000,457.512,479.198,496.415,102729.64,0.897043,0.897628,0.894129,0.901155
autoencoder-du,DU,47100,453.88,477.379,486.807,103772.03,0.896985,0.89759,0.894192,0.901013
autoencoder-du,DU,47200,459.771,481.951,485.494,102659.82,0.897034,0.897607,0.894215,0.901024
autoencoder-du,DU,47300,454.653,476.543,480.476,104035.43,0.896998,0.897578,0.894269,0.900912
autoencoder-du,DU,47400,460.234,480.515,489.02,102991.19,0.897004,0.897588,0.894248,0.900952
autoencoder-du,DU,47500,462.865,481.427,498.813,102621.61,0.897095,0.897681,0.894311,0.901076
autoencoder-du,DU,47600,458.256,478.512,488.047,103872.12,0.896975,0.897586,0.894187,0.90101
autoencoder-du,DU,47700,464.108,484.602,504.393,102777.77,0.897023,0.897654,0.894263,0.901071
autoencoder-du,DU,47800,459.83,485.299,495.87,103951.41,0.897113,0.897725,0.894377,0.901098
autoencoder-du,DU,47900,467.048,489.597,499.757,102559.05,0.897203,0.897813,0.894397,0.901254
autoencoder-du,DU,48000,461.266,481.007,488.478,104061.37,0.897208,0.897809,0.894363,0.901281
autoencoder-du,DU,48100,467.852,491.803,497.042,102810.33,0.897131,0.897747,0.89431,0.901212
autoencoder-du,DU,48200,467.796,492.968,499.909,103036.3,0.897116,0.89775,0.894302,0.901225
autoencoder-du,DU,48300,463.455,487.572,492.835,104217.24,0.897081,0.897697,0.894292,0.901128
autoencoder-du,DU,48400,470.459,491.837,498.648,102878.33,0.897025,0.897651,0.894345,0.900981
autoencoder-du,DU,48500,466.852,483.266,493.382,103887.31,0.897093,0.897711,0.894466,0.900979
autoencoder-du,DU,48600,472.91,495.12,508.391,102768.02,0.897181,0.89776,0.894557,0.900986
autoencoder-du,DU,48700,477.472,504.095,511.135,101995.54,0.897228,0.897797,0.894673,0.900943
autoencoder-du,DU,48800,474.205,495.417,505.525,102909.16,0.897377,0.897954,0.894854,0.901076
autoencoder-du,DU,48900,481.767,499.806,511.966,101501.26,0.897362,0.897953,0.89495,0.900975
autoencoder-du,DU,49000,471.939,492.59,496.864,103826.94,0.89751,0.898105,0.895126,0.901103
autoencoder-du,DU,49100,475.197,497.039,510.411,103325.55,0.897556,0.898137,0.895092,0.901203
autoencoder-du,DU,49200,473.03,494.636,505.494,104010.41,0.897602,0.898193,0.895191,0.901217
autoencoder-du,DU,49300,478.058,496.95,502.101,103125.57,0.897566,0.898185,0.895154,0.901238
autoencoder-du,DU,49400,476.246,496.31,522.375,103727.81,0.897672,0.89828,0.895235,0.901345
autoencoder-du,DU,49500,481.269,500.276,513.673,102853.05,0.897798,0.89844,0.895367,0.901535
autoencoder-du,DU,49600,476.471,495.98,511.202,104098.63,0.897742,0.898426,0.895342,0.901531
autoencoder-du,DU,49700,487.454,510.871,517.289,101958.27,0.897666,0.898369,0.895221,0.90154
autoencoder-du,DU,49800,486.424,508.429,524.445,102379.85,0.897651,0.898318,0.895122,0.901538
autoencoder-du,DU,49900,483.217,509.684,520.755,103266.18,0.897595,0.898268,0.895096,0.901462
autoencoder-du,DU,50000,485.142,503.166,515.195,103062.51,0.89758,0.898278,0.895131,0.901447
autoencoder-du,DU,50100,484.177,505.485,513.106,103474.57,0.897545,0.898246,0.895034,0.90148
autoencoder-du,DU,50200,490.45,511.713,527.676,102355.0,0.897729,0.898437,0.895214,0.901684
autoencoder-du,DU,50300,496.079,515.121,521.662,101395.05,0.897753,0.898458,0.895153,0.901787
autoencoder-du,DU,50400,489.303,510.897,515.529,103003.67,0.897738,0.898455,0.89514,0.901796
autoencoder-du,DU,50500,493.762,517.997,533.41,102276.03,0.897762,0.8985,0.895104,0.901922
autoencoder-du,DU,50600,487.746,504.499,515.647,103742.51,0.897787,0.898525,0.895117,0.901958
autoencoder-du,DU,50700,493.51,515.733,528.343,102733.58,0.897771,0.898514,0.895166,0.901887
autoencoder-du,DU,50800,490.214,510.536,521.038,103628.12,0.897854,0.898619,0.895243,0.90202
autoencoder-du,DU,50900,496.774,517.615,525.996,102461.18,0.89778,0.898551,0.895322,0.901804
autoencoder-du,DU,51000,492.507,513.548,521.798,103551.8,0.897784,0.898554,0.895296,0.901836
autoencoder-du,DU,51100,499.768,517.605,529.638,102247.42,0.897808,0.898594,0.895325,0.901887
autoencoder-du,DU,51200,501.396,521.564,537.393,102114.9,0.897832,0.898626,0.895347,0.90193
autoencoder-du,DU,51300,496.561,517.914,524.142,103310.51,0.897797,0.898625,0.895353,0.901921
autoencoder-du,DU,51400,502.725,517.635,536.307,102242.68,0.897879,0.898721,0.89549,0.901975
autoencoder-du,DU,51500,498.142,523.286,530.723,103384.27,0.897864,0.898718,0.895476,0.901983
autoencoder-du,DU,51600,501.127,525.583,530.566,102967.95,0.897965,0.898826,0.895573,0.902102
autoencoder-du,DU,51700,499.594,516.272,519.466,103484.05,0.897969,0.89882,0.895642,0.902021
autoencoder-du,DU,51800,504.416,525.595,534.301,102693.11,0.898031,0.898882,0.895727,0.902059
autoencoder-du,DU,51900,504.851,524.133,550.048,102802.67,0.897996,0.898873,0.895759,0.902009
autoencoder-du,DU,52000,501.585,515.752,541.981,103671.27,0.898,0.898879,0.895737,0.902043
autoencoder-du,DU,52100,506.057,531.186,540.814,102952.76,0.898023,0.898898,0.895711,0.902108
autoencoder-du,DU,52200,502.649,527.557,538.011,103849.78,0.898046,0.898917,0.895685,0.902173
autoencoder-du,DU,52300,507.453,531.824,542.045,103063.77,0.897916,0.898769,0.895526,0.902036
autoencoder-du,DU,52400,504.375,525.173,539.565,103890.93,0.897863,0.898721,0.895535,0.90193
autoencoder-du,DU,52500,511.325,534.905,548.665,102674.48,0.898,0.898823,0.895591,0.902078
autoencoder-du,DU,52600,509.854,535.573,539.367,103166.79,0.898042,0.898836,0.895576,0.90212
autoencoder-du,DU,52700,508.378,529.464,548.151,103663.06,0.898065,0.898848,0.895576,0.902143
autoencoder-du,DU,52800,514.811,537.522,554.095,102561.97,0.898068,0.89885,0.89545,0.902275
autoencoder-du,DU,52900,510.931,532.899,549.268,103536.52,0.898147,0.898931,0.895604,0.902282
autoencoder-du,DU,53000,515.325,539.854,556.571,102847.65,0.898151,0.89891,0.895556,0.90229
autoencoder-du,DU,53100,512.918,536.475,540.546,103525.26,0.898098,0.898873,0.895509,0.902262
autoencoder-du,DU,53200,518.852,543.184,556.251,102534.11,0.89812,0.898881,0.895506,0.902281
autoencoder-du,DU,53300,512.164,535.06,550.655,104068.2,0.898105,0.898885,0.895666,0.902126
autoencoder-du,DU,53400,523.306,543.24,562.208,102043.5,0.898052,0.898825,0.89563,0.902044
autoencoder-du,DU,53500,522.955,549.84,569.879,102303.23,0.898019,0.898824,0.895536,0.902137
autoencoder-du,DU,53600,519.49,540.36,555.636,103178.1,0.898041,0.898828,0.895529,0.902152
autoencoder-du,DU,53700,535.323,562.249,578.997,100313.29,0.898063,0.898854,0.895512,0.902222
autoencoder-du,DU,53800,542.168,561.343,576.376,99231.32,0.898104,0.898886,0.895549,0.902248
autoencoder-du,DU,53900,537.265,563.57,579.232,100322.96,0.898108,0.898881,0.895484,0.902303
autoencoder-du,DU,54000,533.006,556.915,563.555,101312.15,0.898056,0.898818,0.895346,0.902318
autoencoder-du,DU,54100,535.175,558.446,568.557,101088.41,0.898022,0.898754,0.895287,0.902248
autoencoder-du,DU,54200,554.976,583.525,604.214,97661.84,0.897989,0.898716,0.895321,0.902137
autoencoder-du,DU,54300,538.205,561.555,574.994,100890.98,0.897993,0.898715,0.89526,0.902195
autoencoder-du,DU,54400,553.042,577.895,583.131,98365.02,0.897904,0.898639,0.895273,0.90203
autoencoder-du,DU,54500,539.259,561.796,570.528,101064.7,0.897927,0.898668,0.895358,0.902004
autoencoder-du,DU,54600,559.77,586.019,592.087,97540.08,0.897985,0.898701,0.895412,0.902015
autoencoder-du,DU,54700,541.026,564.207,568.952,101104.12,0.898007,0.898746,0.895414,0.902102
autoencoder-du,DU,54800,545.607,566.019,578.971,100438.56,0.897938,0.898687,0.895426,0.901971
autoencoder-du,DU,54900,546.895,569.447,575.997,100384.93,0.897978,0.898729,0.895442,0.90204
autoencoder-du,DU,55000,545.015,565.513,569.274,100914.68,0.898018,0.898756,0.89554,0.901996
autoencoder-du,DU,55100,550.14,576.404,583.333,100156.24,0.897967,0.898703,0.895476,0.901953
autoencoder-du,DU,55200,547.838,573.387,584.775,100759.73,0.897917,0.898667,0.895527,0.90183
autoencoder-du,DU,55300,552.808,575.946,595.32,100034.81,0.897939,0.898682,0.895596,0.901791
autoencoder-du,DU,55400,549.766,567.698,581.665,100770.19,0.897996,0.898737,0.895703,0.901791
autoencoder-du,DU,55500,544.593,565.782,576.604,101910.88,0.897946,0.898712,0.895669,0.901776
autoencoder-du,DU,55600,543.595,566.96,579.806,102281.94,0.89804,0.898777,0.895722,0.901853
autoencoder-du,DU,55700,537.385,558.88,566.288,103650.17,0.898097,0.898834,0.895801,0.901889
autoencoder-du,DU,55800,544.604,565.729,580.104,102459.76,0.898065,0.898797,0.895801,0.901814
autoencoder-du,DU,55900,539.308,562.136,569.778,103651.31,0.898032,0.898757,0.895734,0.9018
autoencoder-du,DU,56000,559.334,589.642,617.984,100119.01,0.898,0.898716,0.895699,0.901754
autoencoder-du,DU,56100,543.813,576.001,579.972,103160.38,0.898057,0.898784,0.895819,0.901769
autoencoder-du,DU,56200,559.078,581.852,589.308,100522.59,0.898078,0.898809,0.895771,0.901868
autoencoder-du,DU,56300,547.995,573.466,580.64,102738.14,0.898028,0.898732,0.895651,0.901834
autoencoder-du,DU,56400,555.422,582.674,607.392,101544.48,0.898121,0.898845,0.895754,0.901957
autoencoder-du,DU,56500,551.648,577.707,591.705,102420.43,0.898212,0.898955,0.895822,0.902109
autoencoder-du,DU,56600,559.793,583.589,594.42,101108.85,0.89818,0.898936,0.895841,0.902052
