model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
autoencoder-cu,CU,11900,120.604,128.304,132.873,98670.39,0.787983,0.824022,0.701794,0.997804
autoencoder-cu,CU,12000,120.847,125.542,126.241,99299.46,0.788,0.823969,0.701709,0.997821
autoencoder-cu,CU,12100,122.144,129.047,131.672,99063.1,0.788099,0.823974,0.701707,0.997838
autoencoder-cu,CU,12200,122.061,128.407,130.831,99949.64,0.788033,0.823842,0.701508,0.997855
autoencoder-cu,CU,12300,124.1,131.679,134.123,99113.63,0.788211,0.823975,0.701692,0.997872
autoencoder-cu,CU,12400,124.766,130.352,132.047,99385.87,0.788468,0.82409,0.701851,0.997889
autoencoder-cu,CU,12500,126.296,132.615,141.685,98973.52,0.78792,0.823655,0.701212,0.997905
autoencoder-cu,CU,12600,126.393,131.162,135.406,99688.81,0.788175,0.823747,0.701338,0.99792
autoencoder-cu,CU,12700,128.588,135.208,142.099,98764.86,0.788268,0.823799,0.701484,0.997778
autoencoder-cu,CU,12800,129.096,137.541,140.912,99150.96,0.788516,0.823958,0.701706,0.997795
autoencoder-cu,CU,12900,129.924,137.322,146.928,99289.01,0.788605,0.824099,0.701901,0.997813
autoencoder-cu,CU,13000,130.256,137.21,139.652,99803.34,0.788538,0.824019,0.701777,0.997829
autoencoder-cu,CU,13100,131.967,137.418,143.152,99266.98,0.788626,0.824135,0.701937,0.997847
autoencoder-cu,CU,13200,132.206,138.757,141.751,99844.31,0.788333,0.823922,0.701621,0.997863
autoencoder-cu,CU,13300,133.104,138.813,141.861,99922.0,0.788722,0.824089,0.701855,0.997878
autoencoder-cu,CU,13400,135.018,143.752,146.736,99246.32,0.789254,0.824618,0.702614,0.997896
autoencoder-cu,CU,13500,135.294,143.068,149.839,99783.05,0.788741,0.824276,0.70211,0.997911
autoencoder-cu,CU,13600,136.911,144.868,151.084,99334.29,0.788456,0.824155,0.701926,0.997928
autoencoder-cu,CU,13700,136.611,142.707,145.24,100284.9,0.788394,0.823865,0.7015,0.997939
autoencoder-cu,CU,13800,138.627,143.643,150.814,99547.63,0.788551,0.823984,0.701664,0.997954
autoencoder-cu,CU,13900,139.035,145.839,151.802,99974.81,0.788201,0.823755,0.701325,0.997969
autoencoder-cu,CU,14000,140.253,147.951,151.859,99819.26,0.788357,0.823872,0.701488,0.997984
autoencoder-cu,CU,14100,141.571,149.233,150.994,99596.78,0.787872,0.823404,0.700804,0.997996
autoencoder-cu,CU,14200,142.216,148.455,149.85,99848.15,0.787465,0.822991,0.7002,0.998009
autoencoder-cu,CU,14300,143.267,151.483,154.083,99813.87,0.787972,0.823433,0.700833,0.998024
autoencoder-cu,CU,14400,144.578,150.545,156.756,99600.33,0.788542,0.823876,0.701468,0.998038
autoencoder-cu,CU,14500,144.902,150.705,156.459,100067.91,0.788621,0.823861,0.701507,0.997912
autoencoder-cu,CU,14600,145.48,151.648,156.697,100357.1,0.78863,0.823838,0.701468,0.997926
autoencoder-cu,CU,14700,147.086,153.051,154.236,99941.75,0.788299,0.823443,0.700889,0.997937
