model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
lstm-du,DU,10000,80.765,86.093,90.821,123815.49,0.9949,0.995009,0.996667,0.993357
lstm-du,DU,10100,81.931,89.892,93.623,123274.61,0.99495,0.995055,0.996698,0.993417
lstm-du,DU,10200,82.112,88.724,92.775,124220.6,0.994902,0.995005,0.996536,0.993478
lstm-du,DU,10300,82.604,88.12,90.297,124691.84,0.994854,0.99495,0.996564,0.993341
lstm-du,DU,10400,83.661,88.821,90.222,124310.52,0.994904,0.994998,0.996597,0.993404
lstm-du,DU,10500,83.311,87.741,91.758,126033.47,0.994952,0.995035,0.996622,0.993453
lstm-du,DU,10600,84.259,89.074,93.207,125802.72,0.995,0.995088,0.996658,0.993522
lstm-du,DU,10700,85.174,91.978,94.027,125625.14,0.995047,0.995138,0.996692,0.993589
lstm-du,DU,10800,85.846,91.241,97.183,125806.08,0.995,0.995085,0.996718,0.993457
lstm-du,DU,10900,86.02,90.613,94.443,126714.72,0.995046,0.99513,0.996748,0.993517
lstm-du,DU,11000,87.668,94.282,97.625,125473.41,0.995,0.995086,0.996778,0.9934
lstm-du,DU,11100,88.188,93.173,97.844,125868.09,0.995045,0.995118,0.996799,0.993443
lstm-du,DU,11200,89.218,95.641,97.695,125535.13,0.995,0.99507,0.99665,0.993496
lstm-du,DU,11300,88.697,94.521,97.141,127400.56,0.995044,0.995116,0.996681,0.993556
lstm-du,DU,11400,90.4,97.506,104.454,126105.81,0.995088,0.99515,0.996704,0.993601
