dlBytes,dlMcs,dlBler,ulBytes,ulMcs,ulBler,ri,phr,pcmax,rsrq,sinr,rsrp,rssi,cqi,pucchSnr,puschSnr,ue_id,timestamp,cellid,in_sync,idx
0.025111947,0.814814815,0.136861832,0.924233008,0.55,0.128166,0,0.65,0.962962963,1,0.985294118,0.878787879,0.333333333,1,0.511627907,0.441860465,0.058823529,0.000579209,0,0,21
0.025124173,0.814814815,0.056532083,0.924694791,0.6,0.052797,0,0.65,0.962962963,1,0.955882353,0.878787879,0.342424242,1,0.418604651,0.430232558,0.058823529,0.000579428,0,0,22
0.025140852,0.666666667,0.159758346,0.925198382,0.65,0.137975,0,0.65,0.962962963,1,0.955882353,0.878787879,0.342424242,1,0.511627907,0.441860465,0.058823529,0.000579646,0,0,23
0.025149114,0.666666667,0.061893529,0.92565989,0.55,0.068082,0,0.65,0.962962963,1,1,0.878787879,0.324242424,1,0.418604651,0.441860465,0.058823529,0.000579865,0,0,24
0.025158903,0.814814815,0.168149559,0.926127809,0.6,0.120285,0,0.65,0.962962963,1,1,0.878787879,0.342424242,1,0.441860465,0.430232558,0.058823529,0.000580083,0,0,25
0.025166968,0.814814815,0.065532482,0.926608322,0.6,0.134499,0,0.65,0.962962963,1,1,0.878787879,0.342424242,1,0.465116279,0.430232558,0.058823529,0.000580302,0,0,26
0.025175612,0.888888889,0.08356864,0.927082964,0.55,0.14003,0,0.65,0.962962963,1,1,0.878787879,0.324242424,1,0.418604651,0.453488372,0.058823529,0.00058052,0,0,27
0.025183309,0.814814815,0.068278367,0.92753884,0.55,0.05156,0,0.65,0.962962963,1,1,0.878787879,0.342424242,1,0.604651163,0.430232558,0.058823529,0.000580739,0,0,28
0.02519329,0.740740741,0.167537342,0.92801691,0.6,0.088104,0,0.65,0.962962963,1,1,0.878787879,0.333333333,1,0.418604651,0.441860465,0.058823529,0.000580957,0,0,29
0.025201631,0.740740741,0.058416217,0.928510406,0.6,0.065818,0,0.65,0.962962963,1,1,0.878787879,0.324242424,1,0.418604651,0.441860465,0.058823529,0.000581176,0,0,30
0.025212861,0.740740741,0.152989609,0.929001694,0.6,0.07042,0,0.65,0.962962963,1,1,0.878787879,0.324242424,1,0.395348837,0.441860465,0.058823529,0.000581394,0,0,31
0.025219496,0.740740741,0.053344716,0.929492408,0.6,0.071501,0,0.65,0.962962963,1,1,0.878787879,0.324242424,1,0.395348837,0.441860465,0.058823529,0.000581613,0,0,32
0.025237378,0.777777778,0.141114013,0.929981962,0.6,0.082785,0,0.65,0.962962963,1,1,0.878787879,0.333333333,1,0.441860465,0.441860465,0.058823529,0.000581831,0,0,33
0.025244849,0.777777778,0.054670176,0.930477081,0.6,0.059913,0,0.65,0.962962963,1,1,0.878787879,0.333333333,1,0.395348837,0.441860465,0.058823529,0.00058205,0,0,34
0.025253416,0.814814815,0.100988539,0.930970345,0.6,0.059362,0,0.65,0.962962963,1,1,0.878787879,0.324242424,1,0.418604651,0.441860465,0.058823529,0.000582269,0,0,35
0.025263131,0.888888889,0.142300057,0.931463609,0.6,0.060523,0,0.65,0.962962963,1,1,0.878787879,0.324242424,1,0.465116279,0.441860465,0.058823529,0.000582487,0,0,36
0.025274117,0.740740741,0.080928832,0.931952071,0.6,0.169074,0,0.65,0.962962963,1,0.985294118,0.878787879,0.324242424,1,0.418604651,0.441860465,0.058823529,0.000582706,0,0,37
0.025284164,0.851851852,0.162847719,0.932410779,0.55,0.060992,0,0.65,0.962962963,1,1,0.878787879,0.333333333,1,0.418604651,0.441860465,0.058823529,0.000582924,0,0,38
