timestamp_iso,t_rel_s,phase,cpu_percent,rss_mb,gpu_util_percent,gpu_mem_used_mb
2026-06-04T05:02:59.058045+00:00,0.002,fetching,0.0,157.69921875,,
2026-06-04T05:03:01.083681+00:00,2.028,fetching,88.2,206.36328125,,
2026-06-04T05:03:03.087904+00:00,4.032,fetching,88.4,216.34765625,,
2026-06-04T05:03:05.092247+00:00,6.036,fetching,86.8,227.38671875,,
2026-06-04T05:03:07.093452+00:00,8.038,fetching,88.9,238.2265625,,
2026-06-04T05:03:09.153453+00:00,10.098,fetching,88.8,256.5078125,,
2026-06-04T05:03:11.244282+00:00,12.189,fetching,87.9,269.3125,,
2026-06-04T05:03:13.244648+00:00,14.189,inferring,53.2,358.1875,,
2026-06-04T05:03:15.244932+00:00,16.189,inferring,13.5,357.1875,,
2026-06-04T05:03:17.245186+00:00,18.189,inferring,21.5,357.19140625,,
2026-06-04T05:03:19.245441+00:00,20.19,inferring,20.5,357.19140625,,
2026-06-04T05:03:21.245745+00:00,22.19,inferring,22.0,357.19921875,,
2026-06-04T05:03:23.246006+00:00,24.19,inferring,21.5,357.2109375,,
2026-06-04T05:03:25.247425+00:00,26.192,inferring,21.5,357.2109375,,
2026-06-04T05:03:27.247799+00:00,28.192,inferring,21.0,357.2109375,,
2026-06-04T05:03:29.248141+00:00,30.192,inferring,21.0,357.2109375,,
2026-06-04T05:03:31.248445+00:00,32.193,inferring,21.5,357.2109375,,
2026-06-04T05:03:33.249065+00:00,34.193,inferring,21.0,357.22265625,,
2026-06-04T05:03:35.249335+00:00,36.194,inferring,21.5,357.22265625,,
2026-06-04T05:03:37.249625+00:00,38.194,inferring,20.5,357.22265625,,
2026-06-04T05:03:39.249954+00:00,40.194,inferring,21.0,357.22265625,,
2026-06-04T05:03:41.250305+00:00,42.195,inferring,21.0,357.22265625,,
2026-06-04T05:03:43.250600+00:00,44.195,inferring,21.0,357.23046875,,
2026-06-04T05:03:45.250920+00:00,46.195,inferring,22.0,357.23046875,,
2026-06-04T05:03:47.251248+00:00,48.195,inferring,20.0,357.23046875,,
2026-06-04T05:03:49.251999+00:00,50.196,inferring,21.5,357.23046875,,
2026-06-04T05:03:51.252263+00:00,52.197,inferring,21.5,357.23046875,,
2026-06-04T05:03:53.252540+00:00,54.197,inferring,21.5,357.23046875,,
2026-06-04T05:03:55.252906+00:00,56.197,inferring,21.5,357.23046875,,
2026-06-04T05:03:57.253210+00:00,58.197,inferring,21.0,357.23046875,,
2026-06-04T05:03:59.255770+00:00,60.2,inferring,21.0,357.23046875,,
2026-06-04T05:04:01.256026+00:00,62.2,inferring,22.0,357.23046875,,
2026-06-04T05:04:03.256346+00:00,64.201,inferring,20.5,357.23046875,,
2026-06-04T05:04:05.256673+00:00,66.201,inferring,20.5,357.23046875,,
2026-06-04T05:04:07.257009+00:00,68.201,inferring,20.5,357.23046875,,
2026-06-04T05:04:09.257282+00:00,70.202,inferring,21.0,357.23046875,,
2026-06-04T05:04:11.257529+00:00,72.202,inferring,20.5,357.23046875,,
2026-06-04T05:04:13.257740+00:00,74.202,inferring,21.5,357.23828125,,
2026-06-04T05:04:15.258760+00:00,76.203,inferring,21.5,357.23828125,,
2026-06-04T05:04:17.260778+00:00,78.205,inferring,21.0,357.23828125,,
2026-06-04T05:04:19.261038+00:00,80.205,inferring,21.5,357.23828125,,
2026-06-04T05:04:21.261322+00:00,82.206,inferring,21.0,357.23828125,,
2026-06-04T05:04:23.262551+00:00,84.207,inferring,21.5,357.2421875,,
2026-06-04T05:04:25.263289+00:00,86.208,inferring,21.0,357.2421875,,
2026-06-04T05:04:27.263592+00:00,88.208,inferring,20.5,357.2421875,,
2026-06-04T05:04:29.264131+00:00,90.208,inferring,21.0,357.2421875,,
2026-06-04T05:04:31.264406+00:00,92.209,inferring,21.0,357.2421875,,
2026-06-04T05:04:33.265116+00:00,94.209,inferring,21.0,357.2421875,,
2026-06-04T05:04:35.265357+00:00,96.21,inferring,21.5,357.2421875,,
2026-06-04T05:04:37.266314+00:00,98.211,inferring,20.5,357.2421875,,
2026-06-04T05:04:39.266574+00:00,100.211,inferring,21.0,357.2421875,,
2026-06-04T05:04:41.267030+00:00,102.211,inferring,20.5,357.2421875,,
2026-06-04T05:04:43.267341+00:00,104.212,inferring,20.5,357.2421875,,
2026-06-04T05:04:45.269961+00:00,106.214,inferring,21.0,357.2421875,,
2026-06-04T05:04:47.271768+00:00,108.216,inferring,20.0,357.2421875,,
2026-06-04T05:04:49.272620+00:00,110.217,inferring,21.0,357.2421875,,
2026-06-04T05:04:51.272897+00:00,112.217,inferring,20.0,357.2421875,,
2026-06-04T05:04:53.273166+00:00,114.217,inferring,20.5,357.2421875,,
2026-06-04T05:04:55.273532+00:00,116.218,inferring,20.5,357.2421875,,
2026-06-04T05:04:57.273812+00:00,118.218,inferring,21.0,357.2421875,,
2026-06-04T05:04:59.274136+00:00,120.218,inferring,20.5,357.2421875,,
2026-06-04T05:05:01.274427+00:00,122.219,inferring,21.0,357.2421875,,
2026-06-04T05:05:03.274738+00:00,124.219,inferring,21.0,357.2421875,,
2026-06-04T05:05:05.275037+00:00,126.219,inferring,21.0,357.2421875,,
2026-06-04T05:05:07.275311+00:00,128.22,inferring,20.5,357.2421875,,
2026-06-04T05:05:09.275585+00:00,130.22,inferring,21.5,357.2421875,,
2026-06-04T05:05:11.275942+00:00,132.22,inferring,20.0,357.2421875,,
2026-06-04T05:05:13.276257+00:00,134.221,inferring,21.0,357.2421875,,
2026-06-04T05:05:15.276822+00:00,136.221,inferring,21.5,357.2421875,,
2026-06-04T05:05:17.277078+00:00,138.221,inferring,20.0,357.2421875,,
2026-06-04T05:05:19.277334+00:00,140.222,inferring,22.0,357.2421875,,
2026-06-04T05:05:21.277798+00:00,142.222,inferring,20.5,357.2421875,,
2026-06-04T05:05:23.278104+00:00,144.222,inferring,20.5,357.25390625,,
2026-06-04T05:05:25.278610+00:00,146.223,inferring,21.0,357.25390625,,
2026-06-04T05:05:27.279820+00:00,148.224,inferring,21.0,357.25390625,,
2026-06-04T05:05:29.280079+00:00,150.224,inferring,20.5,357.25390625,,
2026-06-04T05:05:31.280342+00:00,152.225,inferring,21.0,357.25390625,,
2026-06-04T05:05:33.280596+00:00,154.225,inferring,21.5,357.2578125,,
2026-06-04T05:05:35.280910+00:00,156.225,inferring,21.0,357.2578125,,
2026-06-04T05:05:37.281198+00:00,158.225,inferring,21.0,357.2578125,,
2026-06-04T05:05:39.282168+00:00,160.226,inferring,22.0,357.2578125,,
2026-06-04T05:05:41.282433+00:00,162.227,inferring,20.0,357.2578125,,
2026-06-04T05:05:43.282772+00:00,164.227,inferring,21.5,357.2578125,,
2026-06-04T05:05:45.283113+00:00,166.227,inferring,20.5,357.2578125,,
2026-06-04T05:05:47.283451+00:00,168.228,inferring,21.0,357.2578125,,
2026-06-04T05:05:49.283712+00:00,170.228,inferring,20.5,357.2578125,,
2026-06-04T05:05:51.283987+00:00,172.228,inferring,20.5,357.2578125,,
2026-06-04T05:05:53.284299+00:00,174.229,inferring,20.0,357.26171875,,
2026-06-04T05:05:55.284591+00:00,176.229,inferring,21.0,357.26171875,,
2026-06-04T05:05:57.285347+00:00,178.23,inferring,21.5,357.26171875,,
2026-06-04T05:05:59.285658+00:00,180.23,inferring,21.0,357.26171875,,
2026-06-04T05:06:01.285993+00:00,182.23,inferring,21.5,357.26171875,,
2026-06-04T05:06:03.286259+00:00,184.231,inferring,21.5,357.26171875,,
2026-06-04T05:06:05.286599+00:00,186.231,inferring,20.5,357.26171875,,
2026-06-04T05:06:07.286962+00:00,188.231,inferring,20.5,357.26171875,,
2026-06-04T05:06:09.287233+00:00,190.231,inferring,21.0,357.26171875,,
2026-06-04T05:06:11.287499+00:00,192.232,inferring,21.5,357.26171875,,
2026-06-04T05:06:13.287783+00:00,194.232,inferring,20.5,357.26171875,,
2026-06-04T05:06:15.288067+00:00,196.232,inferring,21.0,357.26171875,,
2026-06-04T05:06:17.288422+00:00,198.233,inferring,20.0,357.26171875,,
2026-06-04T05:06:19.288683+00:00,200.233,inferring,20.5,357.26171875,,
2026-06-04T05:06:21.288933+00:00,202.233,inferring,21.5,357.26171875,,
2026-06-04T05:06:23.289202+00:00,204.233,inferring,22.0,357.26953125,,
2026-06-04T05:06:25.290263+00:00,206.235,inferring,21.5,357.26953125,,
2026-06-04T05:06:27.290535+00:00,208.235,inferring,21.0,357.26953125,,
2026-06-04T05:06:29.292789+00:00,210.237,inferring,21.0,357.26953125,,
2026-06-04T05:06:31.293039+00:00,212.237,inferring,21.5,357.26953125,,
2026-06-04T05:06:33.293302+00:00,214.238,inferring,21.0,357.26953125,,
2026-06-04T05:06:35.293558+00:00,216.238,inferring,20.5,357.26953125,,
2026-06-04T05:06:37.293825+00:00,218.238,inferring,20.5,357.26953125,,
2026-06-04T05:06:39.294101+00:00,220.238,inferring,21.0,357.26953125,,
2026-06-04T05:06:41.294378+00:00,222.239,inferring,20.5,357.26953125,,
2026-06-04T05:06:43.295442+00:00,224.24,inferring,21.5,357.26953125,,
2026-06-04T05:06:45.296026+00:00,226.24,inferring,21.0,357.26953125,,
2026-06-04T05:06:47.296323+00:00,228.241,inferring,20.5,357.26953125,,
2026-06-04T05:06:49.296682+00:00,230.241,inferring,21.0,357.26953125,,
2026-06-04T05:06:51.296965+00:00,232.241,inferring,20.5,357.26953125,,
2026-06-04T05:06:53.297248+00:00,234.242,inferring,20.5,357.26953125,,
2026-06-04T05:06:55.297504+00:00,236.242,inferring,21.0,357.26953125,,
2026-06-04T05:06:57.298507+00:00,238.243,inferring,20.5,357.26953125,,
2026-06-04T05:06:59.298763+00:00,240.243,inferring,20.5,357.26953125,,
2026-06-04T05:07:01.299033+00:00,242.243,inferring,21.0,357.26953125,,
2026-06-04T05:07:03.299271+00:00,244.244,inferring,20.0,357.27734375,,
2026-06-04T05:07:05.299533+00:00,246.244,inferring,20.5,357.2890625,,
2026-06-04T05:07:07.299840+00:00,248.244,inferring,20.5,357.2890625,,
2026-06-04T05:07:09.300127+00:00,250.244,inferring,21.5,357.2890625,,
2026-06-04T05:07:11.300942+00:00,252.245,inferring,20.5,357.359375,,
2026-06-04T05:07:13.301286+00:00,254.246,inferring,20.0,357.46484375,,
2026-06-04T05:07:15.301794+00:00,256.246,inferring,22.5,357.578125,,
2026-06-04T05:07:17.302071+00:00,258.246,inferring,20.0,357.6796875,,
2026-06-04T05:07:19.302340+00:00,260.247,inferring,21.5,357.7734375,,
2026-06-04T05:07:21.302762+00:00,262.247,inferring,21.0,357.77734375,,
2026-06-04T05:07:23.303042+00:00,264.247,inferring,20.0,357.77734375,,
2026-06-04T05:07:25.305299+00:00,266.25,inferring,20.5,357.77734375,,
2026-06-04T05:07:27.305602+00:00,268.25,inferring,20.5,357.77734375,,
2026-06-04T05:07:29.305899+00:00,270.25,inferring,20.5,357.77734375,,
2026-06-04T05:07:31.306165+00:00,272.25,inferring,21.0,357.77734375,,
2026-06-04T05:07:33.306500+00:00,274.251,inferring,20.5,357.77734375,,
2026-06-04T05:07:35.306754+00:00,276.251,inferring,20.5,357.77734375,,
2026-06-04T05:07:37.307005+00:00,278.251,inferring,21.0,357.77734375,,
2026-06-04T05:07:39.307767+00:00,280.252,inferring,20.5,357.77734375,,
2026-06-04T05:07:41.308367+00:00,282.253,inferring,20.5,357.77734375,,
2026-06-04T05:07:43.310825+00:00,284.255,inferring,21.0,357.78515625,,
2026-06-04T05:07:45.311108+00:00,286.255,inferring,20.5,357.78515625,,
2026-06-04T05:07:47.311716+00:00,288.256,inferring,20.5,357.78515625,,
2026-06-04T05:07:49.314855+00:00,290.259,inferring,20.5,357.78515625,,
2026-06-04T05:07:51.316760+00:00,292.261,inferring,20.5,357.78515625,,
2026-06-04T05:07:53.317023+00:00,294.261,inferring,20.5,357.78515625,,
2026-06-04T05:07:55.317316+00:00,296.262,inferring,20.5,357.78515625,,
2026-06-04T05:07:57.317575+00:00,298.262,inferring,20.5,357.78515625,,
2026-06-04T05:07:59.317824+00:00,300.262,inferring,21.0,357.78515625,,
2026-06-04T05:08:01.318137+00:00,302.262,inferring,21.0,357.78515625,,
2026-06-04T05:08:03.318427+00:00,304.263,inferring,20.5,357.78515625,,
2026-06-04T05:08:05.318894+00:00,306.263,inferring,20.5,357.78515625,,
2026-06-04T05:08:07.319236+00:00,308.263,inferring,19.5,357.78515625,,
2026-06-04T05:08:09.320008+00:00,310.264,inferring,20.5,357.78515625,,
2026-06-04T05:08:11.320318+00:00,312.265,inferring,21.0,357.78515625,,
2026-06-04T05:08:13.320596+00:00,314.265,inferring,21.0,357.79296875,,
2026-06-04T05:08:15.320966+00:00,316.265,inferring,20.0,357.79296875,,
2026-06-04T05:08:17.321237+00:00,318.265,inferring,20.5,357.79296875,,
2026-06-04T05:08:19.321626+00:00,320.266,inferring,21.0,357.79296875,,
2026-06-04T05:08:21.321929+00:00,322.266,inferring,20.5,357.79296875,,
2026-06-04T05:08:23.323460+00:00,324.268,inferring,21.0,357.796875,,
2026-06-04T05:08:25.324556+00:00,326.269,inferring,21.0,357.796875,,
2026-06-04T05:08:27.324873+00:00,328.269,inferring,20.5,357.796875,,
2026-06-04T05:08:29.325129+00:00,330.269,inferring,20.0,357.796875,,
2026-06-04T05:08:31.325394+00:00,332.27,inferring,20.5,357.796875,,
2026-06-04T05:08:33.325904+00:00,334.27,inferring,21.5,357.796875,,
2026-06-04T05:08:35.326196+00:00,336.27,inferring,22.0,357.796875,,
2026-06-04T05:08:37.326533+00:00,338.271,inferring,20.5,357.796875,,
2026-06-04T05:08:39.326827+00:00,340.271,inferring,21.5,357.796875,,
2026-06-04T05:08:41.327614+00:00,342.272,inferring,21.0,357.796875,,
2026-06-04T05:08:43.327998+00:00,344.272,inferring,20.5,357.80078125,,
2026-06-04T05:08:45.329110+00:00,346.273,inferring,20.5,357.80078125,,
2026-06-04T05:08:47.329528+00:00,348.274,inferring,21.0,357.80078125,,
2026-06-04T05:08:49.329834+00:00,350.274,inferring,21.0,357.80078125,,
2026-06-04T05:08:51.331032+00:00,352.275,inferring,20.5,357.80078125,,
2026-06-04T05:08:53.331271+00:00,354.276,inferring,23.5,357.80078125,,
2026-06-04T05:08:55.331534+00:00,356.276,inferring,21.0,357.80078125,,
2026-06-04T05:08:57.331752+00:00,358.276,inferring,21.5,357.80078125,,
2026-06-04T05:08:59.332575+00:00,360.277,inferring,21.5,357.80078125,,
2026-06-04T05:09:01.332825+00:00,362.277,inferring,21.0,357.80078125,,
2026-06-04T05:09:03.333091+00:00,364.277,inferring,21.5,357.80078125,,
2026-06-04T05:09:05.333384+00:00,366.278,inferring,21.5,357.80078125,,
2026-06-04T05:09:07.333657+00:00,368.278,inferring,20.5,357.80078125,,
2026-06-04T05:09:09.333949+00:00,370.278,inferring,20.5,357.80078125,,
2026-06-04T05:09:11.334207+00:00,372.278,inferring,21.0,357.80078125,,
