label,precision,recall,f1,fnr,support
0,0.8906503124276788,0.997020725388601,0.9408385282972742,0.0029792746113989636,15440
1,0.04842461408331571,0.01483160621761658,0.022708116416282415,0.9851683937823834,15440
2,0.4580465226679326,0.9998704663212435,0.6282760866026371,0.00012953367875647668,15440
3,1.0,0.4330310880829015,0.6043568652264304,0.5669689119170984,15440
4,0.8926304167816727,0.8378238341968912,0.8643592142188962,0.1621761658031088,15440
5,0.9037789774531597,0.9216321243523317,0.9126182459515793,0.0783678756476684,15440
