label,precision,recall,f1,fnr,support
0,0.9984440842787682,0.9987678339818418,0.9986059328902578,0.001232166018158236,15420
1,0.9332776152667502,0.4345006485084306,0.5929465905571043,0.5654993514915694,15420
2,0.6996365288505225,0.9986381322957198,0.8228159230563719,0.0013618677042801556,15420
3,0.9910140148392416,0.7795719844357977,0.8726678765880218,0.22042801556420233,15420
4,0.920587532839742,0.9998702983138781,0.9585923899527481,0.00012970168612191958,15420
5,0.7796930838763927,0.9621271076523995,0.8613562470970738,0.037872892347600516,15420
